SA1_7DIGITCODE_2016,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr,P_Yr_9_eq_Tot
5114303,5,10,5,14,14,10,7,0,0,61,0,0,3,0,5,0,0,0,0,12,0,0,4,4,9,12,3,0,0,39,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,10,16,20,30,27,14,3,0,131,8,5,12,20,15,13,7,0,0,74,0,0,0,3,5,3,0,0,0,14,0,3,3,3,7,10,8,4,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,6,12,27,25,26,12,4,0,130,13,15,18,32,26,21,7,0,0,134,0,0,3,10,11,7,4,0,0,28,3,3,4,8,16,17,10,4,0,69,0,0,0,0,0,3,3,0,0,15
5114304,9,9,14,19,15,9,0,0,0,69,3,4,0,3,5,0,4,0,0,21,3,8,7,11,14,10,6,3,0,69,0,0,0,5,3,0,5,0,0,11,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,16,12,21,43,40,32,17,3,0,188,3,10,18,27,17,3,0,0,0,80,0,0,3,7,9,8,0,0,0,31,4,0,0,16,15,13,7,0,0,53,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,12,22,53,42,27,12,3,0,173,12,13,28,47,29,18,3,0,0,150,5,4,3,10,16,7,3,0,0,55,10,5,13,26,28,25,11,3,0,119,0,0,0,5,5,0,3,0,0,9
5114305,5,12,9,10,14,11,8,3,0,78,0,6,0,7,3,3,3,0,0,22,4,10,7,10,24,10,10,3,0,78,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,0,18,17,28,26,31,56,25,28,10,0,216,12,18,15,20,22,10,8,3,0,111,0,4,4,3,11,3,0,0,0,31,3,0,8,9,16,13,0,0,0,58,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,12,18,23,29,44,56,32,23,3,0,225,20,28,28,31,41,19,21,3,0,189,4,10,7,12,15,9,5,0,0,53,5,14,18,24,44,18,8,4,0,141,0,0,0,3,3,3,4,0,0,20
5114306,0,7,26,11,14,10,6,3,0,79,0,3,9,9,5,0,0,0,0,19,0,3,3,0,9,3,7,3,3,35,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,3,0,14,0,19,37,25,31,17,23,12,4,166,3,14,20,18,17,6,6,0,3,82,0,3,6,3,3,3,0,0,0,21,0,8,9,5,6,5,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,3,26,38,28,32,13,13,9,4,159,3,18,41,27,25,13,18,4,3,160,0,3,11,13,9,4,0,0,0,41,0,11,11,5,18,7,12,3,3,72,0,0,0,3,0,3,0,0,0,12
5114307,3,4,3,14,10,6,4,0,0,44,0,0,0,6,0,0,0,0,0,11,3,0,0,4,19,11,3,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,4,26,31,18,9,0,0,115,11,3,7,27,12,3,0,3,0,68,0,0,4,0,8,0,0,0,0,9,0,0,5,4,19,15,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,18,31,33,14,8,5,0,122,12,12,9,39,25,8,4,3,0,112,0,0,4,7,3,3,0,0,0,21,4,3,4,8,33,23,6,4,0,90,0,0,0,0,0,0,0,0,0,3
5114308,10,13,0,7,13,16,3,3,0,66,0,0,3,8,7,5,0,0,0,20,0,4,4,3,26,16,6,0,0,57,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,15,5,22,46,36,7,4,0,156,5,16,6,25,22,15,0,3,0,97,3,3,0,0,10,6,0,0,0,25,0,4,0,4,14,11,5,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,14,32,54,34,7,4,3,170,18,27,8,36,33,29,6,3,0,165,3,4,8,7,17,11,0,0,0,44,3,8,3,7,42,25,11,0,0,106,0,0,0,0,4,3,0,0,0,3
5114309,0,3,5,7,12,9,9,0,0,46,3,0,3,5,3,0,3,0,0,15,0,3,0,3,7,14,12,4,0,44,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,14,11,10,26,24,20,5,3,124,0,7,12,14,13,8,7,0,0,62,0,0,0,0,3,0,3,0,0,8,0,0,0,0,8,11,4,6,0,42,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,7,15,16,29,27,14,10,3,131,0,12,17,18,20,18,10,6,0,106,3,0,4,3,3,3,4,0,0,28,0,3,7,6,20,22,19,7,0,86,0,0,0,0,0,4,4,3,0,11
5114310,3,4,11,3,3,8,9,0,0,40,0,0,0,0,0,5,0,0,0,13,0,3,0,7,18,9,12,3,0,47,0,0,0,0,0,3,8,0,0,15,0,0,0,0,0,3,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,9,4,7,12,8,25,30,25,6,0,132,7,7,11,11,4,7,4,4,0,48,0,0,0,3,4,0,0,0,0,8,0,3,3,4,9,14,15,0,0,45,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,7,14,17,17,25,26,20,6,0,127,11,14,23,16,8,9,13,4,0,93,0,3,0,4,4,5,3,0,0,22,0,7,4,9,26,19,22,4,0,94,0,0,0,0,4,3,8,0,0,19
5114311,10,20,9,11,20,8,10,0,0,87,4,3,5,0,9,3,0,0,0,27,5,4,0,0,15,20,5,3,0,54,0,0,0,0,0,3,3,0,0,8,0,0,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,16,27,16,15,54,35,20,6,0,187,5,5,19,23,23,9,7,0,0,95,0,0,0,0,12,0,0,0,0,18,3,0,0,6,13,13,5,0,0,35,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,13,6,21,35,49,24,17,0,0,164,16,25,20,38,45,24,14,0,0,180,4,4,5,0,20,3,3,0,0,42,10,4,3,11,30,31,11,3,0,91,0,0,0,0,3,3,3,0,0,14
5114312,4,9,15,23,21,14,4,0,0,93,3,3,10,7,14,0,7,0,0,35,3,6,4,17,34,11,5,0,0,87,0,0,0,0,4,3,0,3,0,12,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,8,15,20,28,46,80,32,15,11,0,247,10,22,16,35,27,17,3,3,0,132,0,0,5,6,16,0,0,0,0,37,3,3,3,16,25,22,7,0,0,81,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,15,27,27,61,72,44,12,8,4,268,15,34,32,53,51,30,6,4,0,224,8,3,14,19,23,3,3,0,0,76,4,4,11,26,64,37,12,0,0,166,0,0,0,0,5,3,3,3,0,18
5114313,3,10,7,7,12,15,3,0,0,48,4,0,0,5,3,3,0,3,0,17,3,3,0,7,26,12,7,3,0,72,0,0,6,0,3,8,0,3,0,20,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,0,0,17,10,18,13,21,47,43,17,9,4,183,3,13,9,11,17,14,3,0,0,68,8,3,3,0,9,9,3,0,0,37,3,3,6,13,12,14,7,0,0,66,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,7,0,0,0,18,12,25,23,32,40,48,13,6,4,201,4,27,12,24,21,27,3,0,0,121,5,4,3,5,9,11,3,3,0,52,9,7,9,21,38,30,10,8,0,141,0,0,4,0,7,12,3,5,0,29
5114314,3,4,5,5,5,3,6,0,0,35,3,0,3,8,0,0,4,0,0,19,0,4,12,12,20,17,11,0,0,72,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,0,0,0,21,13,14,23,25,33,25,17,7,3,159,0,10,12,9,11,10,6,4,0,52,0,0,3,3,3,5,0,0,0,16,0,0,0,8,7,12,10,3,0,52,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,0,16,14,27,25,25,12,13,6,138,3,15,20,14,13,9,4,3,0,81,3,0,7,7,7,5,4,0,0,36,0,8,12,17,30,27,13,4,3,127,0,0,0,0,0,3,3,0,0,15
5114315,4,0,8,3,3,8,0,0,0,26,7,0,3,5,3,0,0,0,0,16,4,0,3,5,12,13,3,0,4,41,0,0,0,3,0,5,3,5,0,20,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,9,3,20,16,27,27,12,7,4,122,0,4,3,10,8,5,0,0,0,26,0,0,4,8,6,3,0,0,0,17,0,0,3,4,5,6,7,0,0,30,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,5,10,19,25,21,9,4,3,94,4,10,13,12,12,11,0,0,0,57,3,0,9,12,5,7,0,0,0,36,7,0,7,9,18,25,6,0,4,69,0,0,0,4,3,10,3,5,0,22
5114401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,83,103,69,33,14,7,0,323,0,8,83,103,69,33,14,7,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114402,0,3,0,3,12,5,5,0,0,32,0,3,0,3,7,3,0,0,0,13,0,3,5,3,12,12,10,3,0,48,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,8,33,23,23,3,0,102,0,4,4,11,8,7,7,0,0,39,0,0,0,3,4,4,0,0,0,15,0,0,5,8,5,8,11,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,10,24,27,24,21,0,0,104,4,8,5,14,16,14,13,0,0,71,3,3,3,3,10,8,0,0,0,29,0,3,10,8,18,20,21,3,0,88,0,0,0,0,0,0,0,3,0,10
5114403,0,6,4,10,8,7,8,0,0,45,0,5,0,0,3,4,4,0,0,18,3,0,5,9,19,4,3,0,0,52,0,0,0,0,4,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,3,0,0,0,19,9,9,11,24,47,21,12,3,0,138,4,7,6,14,20,9,3,0,0,63,0,3,3,3,6,0,0,0,0,16,0,0,0,7,20,10,0,0,0,44,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,19,16,14,16,30,54,22,9,3,0,154,6,16,9,26,24,15,7,0,0,108,3,8,4,5,14,3,4,0,0,38,3,0,12,13,35,19,6,0,0,96,3,0,0,5,4,3,3,5,0,20
5114404,3,3,7,4,11,7,15,13,0,58,0,0,0,0,4,3,0,4,0,9,0,0,3,4,11,14,11,3,0,52,0,0,0,5,0,0,4,4,0,15,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,4,3,3,18,3,8,15,17,28,28,31,26,6,164,3,4,5,6,11,11,5,13,0,52,0,0,0,3,3,6,11,7,0,21,0,0,0,7,11,10,18,6,3,61,0,0,0,0,0,3,3,4,0,8,0,0,0,0,0,0,4,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,8,0,27,3,5,11,19,27,27,40,43,7,178,8,4,13,15,20,13,19,24,0,114,0,0,0,4,3,7,7,4,0,37,0,0,5,10,24,26,22,16,0,106,0,0,0,5,0,3,12,7,0,22
5114405,0,3,9,3,4,8,3,4,0,40,0,0,4,0,6,3,0,0,0,10,3,3,0,4,9,5,0,3,0,34,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,13,3,9,6,9,25,18,13,8,3,97,3,0,6,8,13,5,3,0,0,43,0,0,0,0,10,3,3,0,0,17,0,0,7,3,4,8,9,0,0,28,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,10,8,4,10,10,29,17,14,7,0,105,3,3,12,13,16,13,11,3,0,75,0,0,6,3,14,4,3,0,0,28,3,3,7,9,16,13,10,3,0,59,0,0,0,3,0,0,3,0,0,7
5114406,3,6,15,11,7,8,3,3,0,59,4,0,6,6,6,0,0,0,0,23,3,0,9,14,15,14,11,0,0,68,0,0,3,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,9,0,3,0,0,24,6,11,36,44,41,25,17,3,0,188,3,12,25,31,10,8,3,8,0,97,0,0,5,4,4,0,0,3,0,16,0,0,11,14,12,13,3,0,0,54,0,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,3,0,18,8,16,34,60,25,19,19,12,0,193,11,18,37,36,22,17,8,8,0,150,4,0,14,14,10,3,0,4,0,45,3,3,16,31,27,24,17,0,0,121,0,0,3,4,5,4,4,0,0,18
5114407,3,3,5,13,9,3,10,0,0,48,0,0,0,3,0,0,0,0,0,9,6,0,8,4,5,13,6,3,0,45,0,0,0,4,3,5,4,0,0,14,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,17,6,9,11,19,27,27,24,4,7,138,5,10,7,11,16,12,0,0,3,60,0,0,3,3,0,4,0,0,0,11,0,0,4,3,8,12,8,0,0,35,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,0,3,0,18,7,10,14,16,23,30,15,8,3,133,10,8,15,21,29,15,11,0,3,107,0,4,3,3,3,3,0,0,0,20,3,0,11,7,16,22,15,3,4,77,0,0,0,4,3,3,3,3,0,20
5114408,3,3,12,14,12,9,14,3,0,57,0,0,0,0,0,3,0,0,0,5,0,0,3,5,13,18,14,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,17,7,4,20,17,35,32,28,3,0,144,4,3,0,10,12,8,8,0,0,48,0,0,0,4,0,0,0,0,0,11,0,0,0,4,12,5,3,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,15,4,3,4,26,25,19,15,3,0,100,7,9,13,19,24,13,22,3,0,107,0,0,0,6,0,5,3,0,0,16,0,0,9,6,18,20,12,0,0,73,0,0,0,0,4,3,3,0,0,10
5114409,3,4,7,3,12,7,7,0,0,49,0,0,3,3,0,3,4,0,0,15,0,0,0,3,8,10,7,5,0,33,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,5,12,10,11,24,22,24,10,0,114,3,6,11,10,11,11,11,0,0,64,0,0,0,3,5,7,3,0,0,15,0,0,3,0,5,3,9,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,0,13,3,7,17,22,30,23,18,4,0,128,3,11,20,16,21,20,17,4,0,107,0,0,3,6,6,11,3,0,0,32,0,0,5,4,15,14,11,6,4,62,0,0,0,0,3,4,0,0,0,10
5114410,0,0,3,0,4,4,3,0,0,14,0,0,0,3,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,9,4,4,0,3,35,0,3,9,0,3,0,0,4,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,9,4,3,8,0,35,0,3,9,0,6,3,3,4,0,33,0,0,0,4,0,0,0,0,0,7,0,0,3,3,4,3,5,0,0,18,0,0,0,0,5,0,0,3,3,9
5114411,3,6,9,4,9,17,4,0,0,53,0,0,0,0,6,7,0,0,0,17,0,3,4,10,17,11,4,4,0,49,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,3,3,3,0,21,3,11,15,16,35,34,21,9,0,149,3,11,11,7,15,15,10,0,0,67,0,0,0,0,4,4,3,0,0,15,0,0,3,3,5,7,7,4,0,34,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,6,0,25,5,11,17,12,41,30,25,11,4,156,8,12,15,13,30,31,12,3,0,118,3,0,0,3,7,14,3,0,0,34,0,3,3,10,23,18,18,7,0,79,0,0,0,0,0,3,0,3,3,11
5114412,4,3,12,11,6,8,3,3,0,44,0,0,3,3,4,0,0,0,0,11,0,4,0,8,15,10,0,0,0,38,0,0,0,0,6,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,5,7,16,30,23,23,10,3,0,117,7,3,14,15,9,3,5,0,0,51,0,0,0,8,3,3,3,3,0,17,0,3,3,7,13,7,3,3,0,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,17,10,8,20,24,29,22,11,8,0,130,9,10,24,29,11,12,4,3,0,94,0,0,4,9,4,3,3,3,0,29,0,8,3,16,26,16,3,4,0,81,0,0,0,0,7,0,4,0,0,14
5114413,0,5,7,10,13,9,5,3,0,51,0,0,6,4,12,0,3,0,0,27,3,4,0,6,12,8,7,0,0,39,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,8,10,16,22,40,24,15,5,0,137,0,5,8,18,28,5,5,0,0,78,0,0,4,3,9,3,0,0,0,21,0,0,0,3,11,17,5,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,7,5,19,25,49,25,10,3,0,148,3,11,21,27,39,15,12,4,0,131,3,0,13,11,19,5,3,0,0,48,3,4,3,13,21,26,7,4,0,82,0,0,0,0,0,4,0,0,0,6
