SA1_7DIGITCODE_2016,M_15_19_Marr_a_reg_marr,M_15_19_Marr_a_de_facto_marr,M_15_19_yr_N_married,M_15_19_yr_Tot,M_20_24_Marr_a_reg_marr,M_20_24_Marr_a_de_facto_marr,M_20_24_yr_N_married,M_20_24_yr_Tot,M_25_34_Marr_a_reg_marr,M_25_34_Marr_a_de_facto_marr,M_25_34_yr_N_married,M_25_34_yr_Tot,M_35_44_Marr_a_reg_marr,M_35_44_Marr_a_de_facto_marr,M_35_44_yr_N_married,M_35_44_yr_Tot,M_45_54_Marr_a_reg_marr,M_45_54_Marr_a_de_facto_marr,M_45_54_yr_N_married,M_45_54_yr_Tot,M_55_64_Marr_a_reg_marr,M_55_64_Marr_a_de_facto_marr,M_55_64_yr_N_married,M_55_64_yr_Tot,M_65_74_Marr_a_reg_marr,M_65_74_Marr_a_de_facto_marr,M_65_74_yr_N_married,M_65_74_yr_Tot,M_75_84_Marr_a_reg_marr,M_75_84_Marr_a_de_facto_marr,M_75_84_yr_N_married,M_75_84_yr_Tot,M_85_over_Marr_a_reg_marr,M_85_Marr_a_de_facto_marr,M_85_yr_over_N_married,M_85_yr_over_Tot,M_Tot_Marr_a_reg_marr,M_Tot_Marr_a_de_facto_marr,M_Tot_N_married,M_Tot_Tot,F_15_19_Marr_a_reg_marr,F_15_19_Marr_a_de_facto_marr,F_15_19_yr_N_married,F_15_19_yr_Tot,F_20_24_Marr_a_reg_marr,F_20_24_Marr_a_de_facto_marr,F_20_24_yr_N_married,F_20_24_yr_Tot,F_25_34_Marr_a_reg_marr,F_25_34_Marr_a_de_facto_marr,F_25_34_yr_N_married,F_25_34_yr_Tot,F_35_44_Marr_a_reg_marr,F_35_44_Marr_a_de_facto_marr,F_35_44_yr_N_married,F_35_44_yr_Tot,F_45_54_Marr_a_reg_marr,F_45_54_Marr_a_de_facto_marr,F_45_54_yr_N_married,F_45_54_yr_Tot,F_55_64_Marr_a_reg_marr,F_55_64_Marr_a_de_facto_marr,F_55_64_yr_N_married,F_55_64_yr_Tot,F_65_74_Marr_a_reg_marr,F_65_74_Marr_a_de_facto_marr,F_65_74_yr_N_married,F_65_74_yr_Tot,F_75_84_Marr_a_reg_marr,F_75_84_Marr_a_de_facto_marr,F_75_84_yr_N_married,F_75_84_yr_Tot,F_85_over_Marr_a_reg_marr,F_85_Marr_a_de_facto_marr,F_85_yr_over_N_married,F_85_yr_over_Tot,F_Tot_Marr_a_reg_marr,F_Tot_Marr_a_de_facto_marr,F_Tot_N_married,F_Tot_Tot,P_15_19_Marr_a_reg_marr,P_15_19_Marr_a_de_facto_marr,P_15_19_yr_N_married,P_15_19_yr_Tot,P_20_24_Marr_a_reg_marr,P_20_24_Marr_a_de_facto_marr,P_20_24_yr_N_married,P_20_24_yr_Tot,P_25_34_Marr_a_reg_marr,P_25_34_Marr_a_de_facto_marr,P_25_34_yr_N_married,P_25_34_yr_Tot,P_35_44_Marr_a_reg_marr,P_35_44_Marr_a_de_facto_marr,P_35_44_yr_N_married,P_35_44_yr_Tot,P_45_54_Marr_a_reg_marr,P_45_54_Marr_a_de_facto_marr,P_45_54_yr_N_married,P_45_54_yr_Tot,P_55_64_Marr_a_reg_marr,P_55_64_Marr_a_de_facto_marr,P_55_64_yr_N_married,P_55_64_yr_Tot,P_65_74_Marr_a_reg_marr,P_65_74_Marr_a_de_facto_marr,P_65_74_yr_N_married,P_65_74_yr_Tot,P_75_84_Marr_a_reg_marr,P_75_84_Marr_a_de_facto_marr,P_75_84_yr_N_married,P_75_84_yr_Tot,P_85_over_Marr_a_reg_marr,P_85_Marr_a_de_facto_marr,P_85_yr_over_N_married,P_85_yr_over_Tot,P_Tot_Marr_a_reg_marr,P_Tot_Marr_a_de_facto_marr,P_Tot_N_married,P_Tot_Tot
5104176,0,0,19,19,3,8,37,47,45,42,71,155,22,13,27,64,13,4,14,28,4,3,6,17,9,0,0,7,0,0,0,0,0,0,0,0,91,69,169,333,0,0,5,5,7,17,31,53,49,46,84,181,17,14,19,46,4,3,9,17,10,0,6,14,3,0,3,5,0,0,0,0,0,0,0,0,96,77,156,327,0,0,25,25,11,23,66,98,91,83,155,334,45,24,41,114,18,6,22,41,14,3,15,30,9,3,3,14,0,0,0,0,0,0,0,0,186,143,326,660
5104177,0,0,5,5,0,8,8,14,13,14,24,51,8,6,13,26,5,8,11,21,10,0,4,16,0,0,0,3,0,0,0,0,0,0,0,0,38,27,66,134,0,0,0,0,0,4,10,13,11,14,18,47,6,0,10,14,3,3,3,10,3,0,0,5,4,0,3,8,0,0,0,0,0,0,0,0,34,24,45,102,0,0,3,3,0,13,16,25,24,23,44,93,14,8,21,44,12,6,16,34,16,0,4,28,3,0,7,13,0,0,0,0,0,0,0,0,74,53,112,236
5104178,0,0,3,3,0,3,18,20,12,35,36,84,5,10,18,37,4,5,9,9,3,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,28,57,88,172,0,0,3,3,0,7,6,20,15,34,28,78,9,10,14,32,0,3,3,9,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,57,57,144,0,0,5,5,0,10,25,41,32,70,63,159,12,24,36,70,3,7,7,20,3,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,57,108,147,313
5104179,0,0,4,3,0,6,11,11,13,16,39,63,15,9,12,30,8,3,16,25,19,4,0,20,4,0,5,7,0,0,0,4,0,0,0,0,52,31,90,173,0,0,6,8,4,7,13,23,15,13,26,46,12,7,8,21,11,3,3,25,12,0,7,24,3,0,9,13,0,0,3,3,0,0,3,3,57,24,73,158,0,3,7,8,4,7,18,33,23,25,66,110,24,8,17,54,19,3,19,49,32,3,7,46,10,0,9,18,3,0,3,8,0,0,3,3,114,56,161,331
5104180,0,0,6,6,0,7,14,16,10,28,33,77,18,11,3,26,7,0,8,18,0,3,3,9,0,0,8,10,0,0,0,0,0,0,0,0,36,49,70,159,0,0,0,0,0,16,7,23,18,27,20,64,9,3,11,20,4,0,4,14,3,0,5,14,0,0,3,4,0,0,0,0,0,0,0,0,39,44,53,137,0,0,5,5,0,23,17,42,32,61,54,141,25,12,17,49,13,5,14,27,9,3,9,21,0,4,10,10,0,0,0,0,0,0,0,0,72,99,124,302
5104181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,5,0,0,0,0,0,0,0,0,3,0,6,14
5104182,0,0,0,3,0,5,3,10,10,14,30,57,4,5,16,22,0,0,11,13,4,0,5,15,3,0,0,3,0,0,0,3,0,0,0,0,26,27,72,129,0,0,3,3,0,11,10,17,15,16,29,61,4,3,15,20,3,0,12,11,3,0,7,15,3,0,3,6,0,0,6,6,0,0,3,3,29,25,83,135,0,0,8,4,0,13,12,27,21,31,56,115,8,4,25,40,3,0,17,24,14,0,15,24,3,0,6,13,3,0,5,9,0,0,3,3,56,53,156,263
5104183,0,0,3,3,0,3,10,16,10,6,22,34,17,3,9,30,4,3,6,12,7,0,4,10,6,0,0,9,0,0,4,4,0,0,0,0,41,23,59,121,0,0,4,4,0,3,10,14,14,7,12,39,11,5,5,22,6,0,4,10,4,0,10,14,9,0,0,7,0,0,4,5,0,0,3,3,50,15,53,120,0,0,4,4,0,3,27,30,24,16,33,70,30,8,13,55,6,6,13,26,14,0,14,21,12,0,3,15,0,0,9,11,0,0,3,3,90,38,110,242
5104184,0,0,6,6,0,3,8,8,3,17,43,58,10,7,7,16,4,4,9,19,3,4,6,19,0,0,3,3,4,0,3,3,0,0,0,0,23,34,82,143,0,0,6,6,0,5,7,18,12,12,22,42,4,5,7,22,7,3,3,12,7,0,5,11,3,0,3,7,0,0,3,3,0,0,0,0,26,31,63,119,0,0,9,12,3,11,19,24,14,27,61,104,15,15,13,38,5,12,16,32,11,5,15,29,3,0,7,9,4,0,8,7,0,0,3,3,53,67,137,257
5104185,0,0,9,9,0,10,16,22,22,38,45,102,16,5,13,38,10,3,6,17,6,3,6,12,4,0,3,7,0,0,0,0,0,0,0,0,62,54,102,216,0,0,6,12,0,13,19,30,27,34,38,96,20,4,8,28,9,3,12,22,3,0,6,5,0,0,5,8,0,0,0,0,0,0,4,4,63,52,90,207,0,0,18,17,3,18,34,57,53,68,78,199,33,10,24,65,17,4,12,37,12,3,13,20,8,0,6,12,0,0,0,3,0,0,4,4,124,111,191,418
5104186,0,0,4,4,0,4,21,25,18,31,48,95,9,7,13,29,17,9,10,34,18,0,16,29,5,3,0,9,0,0,0,3,0,0,0,0,65,53,113,230,0,0,3,3,0,13,19,30,25,23,21,75,8,3,17,28,8,3,8,23,17,0,12,27,3,0,3,7,0,0,0,0,0,0,0,0,71,42,85,199,0,0,5,5,0,18,41,59,46,50,71,168,19,8,28,58,26,7,23,58,32,0,25,54,8,4,3,17,3,0,0,4,0,0,0,0,135,93,199,429
5104201,0,0,8,8,0,0,4,4,9,0,10,18,16,0,3,21,21,4,9,33,19,4,4,28,29,0,7,35,12,0,0,14,0,0,0,0,108,14,41,162,0,0,16,16,3,0,3,4,10,0,6,13,19,4,3,25,24,3,7,33,22,3,5,35,31,0,6,39,6,0,3,7,0,0,0,0,110,10,56,172,0,0,22,22,3,0,7,8,16,0,20,33,29,4,5,45,41,4,11,59,44,9,11,64,65,0,12,76,17,0,7,28,0,0,0,3,215,16,100,336
5104202,0,0,9,9,0,0,9,14,3,5,9,21,12,4,7,16,12,0,16,26,24,0,11,37,31,0,3,36,10,0,0,7,0,0,0,0,93,9,59,165,0,0,13,13,0,0,3,4,8,6,11,19,15,3,6,18,15,4,14,29,38,0,10,46,27,0,6,28,0,0,3,8,0,0,0,0,96,12,61,170,0,0,20,20,4,0,16,20,9,10,17,40,21,6,14,38,27,3,23,57,66,0,21,84,60,0,5,64,11,0,3,18,0,0,0,0,195,20,120,332
5104203,0,0,10,10,0,12,42,65,48,81,110,241,46,20,39,93,14,8,22,46,19,0,18,39,9,0,7,19,10,3,3,21,6,0,0,6,158,123,262,546,0,0,13,13,0,19,33,53,61,85,98,245,40,19,34,90,11,4,35,52,15,0,23,37,14,0,11,30,13,0,14,25,0,0,0,0,154,133,262,547,0,0,25,25,4,36,75,116,112,164,208,486,84,32,76,186,26,7,61,95,40,0,39,82,27,0,22,51,22,3,15,47,6,0,0,10,315,253,524,1090
5104205,0,0,4,4,0,7,22,27,17,23,23,60,14,3,12,25,10,0,9,15,3,0,13,20,3,0,9,15,3,0,8,10,0,0,3,3,47,30,107,183,0,0,3,3,0,4,17,23,21,25,28,75,7,0,20,28,6,0,20,32,0,0,10,18,0,0,14,16,0,0,13,14,0,0,3,4,44,36,127,207,0,0,7,7,3,10,32,45,42,48,51,140,17,3,29,53,11,0,36,44,3,0,25,31,4,0,22,30,9,0,21,28,3,0,11,10,89,67,236,393
5104206,0,0,7,7,0,0,11,13,3,5,15,29,17,5,3,21,16,6,4,23,22,8,4,34,15,0,9,30,10,0,0,10,0,0,0,0,89,24,67,171,0,0,19,19,0,4,11,9,7,9,10,18,18,3,11,32,21,5,11,42,20,4,11,32,14,3,18,32,6,0,15,17,0,0,3,3,92,26,95,207,0,0,25,25,0,4,25,27,10,15,23,47,35,6,13,56,43,13,15,63,49,9,18,68,32,3,25,62,13,0,11,24,0,0,3,3,175,47,158,383
5104207,0,0,8,8,0,0,9,9,8,3,15,20,22,0,4,30,15,5,8,26,11,0,4,21,6,3,3,14,9,0,5,8,3,0,3,4,73,15,58,147,0,0,21,21,0,0,3,4,10,3,3,15,23,3,6,27,19,3,4,27,9,3,7,18,11,3,6,23,3,0,4,9,0,0,6,6,72,12,56,145,0,0,29,29,0,0,11,14,15,3,18,43,43,3,9,53,34,11,10,57,19,4,11,35,24,3,11,39,10,0,5,15,3,0,5,10,148,25,118,293
5104208,0,0,23,23,0,3,16,16,12,12,23,46,16,0,16,38,26,3,11,40,17,3,9,26,7,0,9,18,3,0,4,8,0,0,0,0,83,24,113,220,0,0,18,18,0,3,23,26,13,14,21,45,24,3,4,35,33,6,14,53,15,3,16,32,7,0,3,11,0,0,12,9,0,0,3,0,86,29,121,233,0,0,44,44,0,7,37,46,21,24,46,92,43,3,25,69,59,9,27,93,26,10,26,62,15,0,11,33,4,0,13,24,0,0,3,4,170,57,231,461
5104209,0,0,8,8,0,3,3,7,4,10,9,24,14,0,3,17,8,0,8,13,5,0,6,17,7,0,4,7,0,0,0,0,0,0,0,0,43,15,40,97,0,0,11,11,0,0,14,16,10,12,15,31,11,0,5,19,10,0,3,19,3,0,6,12,6,0,11,18,0,0,8,8,0,0,3,3,43,19,68,130,0,0,16,16,0,4,12,17,12,25,23,51,29,4,6,42,21,0,13,29,13,3,13,23,11,0,11,27,0,0,8,8,0,0,3,3,83,29,107,225
5104210,0,0,12,12,0,0,10,10,8,11,12,29,14,0,10,28,15,4,4,21,13,0,5,20,10,3,3,18,6,0,3,11,0,0,0,0,61,15,56,141,0,0,6,6,0,0,18,21,13,10,21,43,11,4,8,24,15,0,8,22,13,0,7,25,11,0,6,21,3,0,9,9,0,0,0,0,64,16,84,165,0,0,19,19,0,0,24,26,17,17,33,66,24,9,10,45,31,3,10,42,26,3,15,46,24,3,11,38,8,0,12,18,0,0,0,0,130,38,143,310
5104211,0,0,15,15,0,0,12,12,3,9,11,23,14,3,0,16,17,0,0,19,12,0,4,18,9,0,3,15,3,0,0,4,0,0,0,3,63,12,50,129,0,0,9,9,0,0,12,12,7,9,5,21,21,0,3,18,21,0,6,28,11,0,8,17,15,0,9,22,7,0,3,8,0,0,0,0,71,11,49,133,0,0,24,24,0,0,23,23,12,16,21,41,34,3,5,39,39,3,9,46,26,0,12,35,26,0,12,36,6,0,0,14,5,0,0,3,137,21,102,258
5104212,0,0,6,6,0,0,4,7,5,3,9,16,16,0,0,13,16,0,4,20,8,0,3,10,6,0,8,20,6,3,15,24,4,0,3,4,57,11,46,119,0,0,14,14,0,0,5,5,15,8,3,24,17,3,3,20,20,0,5,25,10,0,11,25,3,0,14,18,5,0,12,24,3,0,10,14,69,15,85,164,0,0,19,19,0,0,11,12,15,9,15,37,27,0,3,35,30,0,6,44,19,3,17,33,14,3,25,41,16,3,30,46,5,0,14,22,127,24,131,280
5104213,0,0,15,15,0,3,6,14,9,3,16,27,16,0,4,22,22,0,0,19,20,3,5,29,17,0,3,18,0,0,0,5,0,0,0,0,86,7,49,143,0,0,9,9,0,3,7,7,8,5,8,16,18,0,5,24,26,3,4,34,18,6,10,33,15,0,4,23,3,0,0,5,0,0,6,6,90,11,52,157,0,0,21,21,0,5,15,23,16,4,21,42,35,3,10,52,39,3,7,54,38,5,13,63,36,0,7,41,5,0,7,5,0,0,9,9,170,23,109,302
5104214,0,0,5,5,0,0,16,22,11,0,18,37,14,4,3,19,10,0,7,18,5,0,3,8,7,0,0,6,0,0,0,3,0,0,0,0,48,3,64,115,0,0,7,7,0,3,14,17,13,0,12,24,19,0,9,30,6,0,9,15,0,0,6,13,5,0,12,17,0,0,9,9,0,0,5,5,44,7,77,127,0,0,13,13,0,4,34,39,25,3,26,58,33,4,10,48,20,0,15,33,5,0,18,19,6,3,12,24,0,0,6,11,0,0,8,8,91,9,136,239
5104215,0,0,9,9,0,0,11,11,0,3,12,17,25,3,4,26,12,3,4,21,17,3,8,26,23,3,8,33,3,0,0,9,3,0,0,6,81,16,52,155,0,0,13,13,0,0,10,10,0,6,11,19,28,5,3,34,17,0,15,31,16,9,14,43,15,0,8,25,3,0,6,5,0,0,3,3,80,14,80,178,0,0,21,21,0,0,18,18,3,10,19,38,48,8,3,62,27,4,14,46,34,14,19,70,35,3,12,52,5,0,10,13,3,0,5,7,166,33,139,331
5104216,0,0,11,11,0,0,6,6,7,5,15,23,30,7,0,35,17,3,6,19,11,0,13,23,4,0,4,6,7,0,0,5,0,0,0,0,76,12,52,135,0,0,6,6,0,0,7,6,12,6,9,21,32,0,5,42,20,4,14,35,13,0,3,14,3,0,3,5,0,0,3,5,0,0,0,3,72,11,50,135,0,0,13,13,0,0,15,18,20,8,17,45,56,8,5,69,32,8,14,57,21,4,16,37,10,0,3,13,9,0,4,15,0,0,3,7,149,32,100,276
5104217,0,0,12,12,0,0,7,7,11,0,7,16,19,3,3,22,22,10,3,34,24,0,7,26,21,0,0,23,9,0,0,9,0,0,0,0,99,18,35,150,0,0,18,18,0,0,4,4,10,4,3,18,23,8,5,34,20,6,7,30,29,0,18,42,13,0,10,21,7,0,9,14,0,0,0,3,102,16,71,186,0,0,27,27,0,0,11,11,24,7,13,38,38,11,10,56,46,15,11,63,48,3,18,67,32,0,8,45,11,0,9,16,3,0,0,3,198,33,112,337
5104218,0,0,8,8,0,0,3,6,5,3,4,10,7,0,0,14,12,0,0,14,3,3,5,12,3,0,0,7,3,0,0,8,5,0,0,3,46,12,20,78,0,0,11,11,0,3,3,3,6,3,3,14,8,0,3,18,18,3,0,21,4,3,0,13,4,0,3,10,4,0,3,3,0,0,3,4,43,13,36,87,0,0,13,13,0,3,8,10,11,10,11,24,20,0,3,25,30,4,3,32,8,4,4,20,14,0,9,22,9,0,3,9,4,0,0,7,93,23,54,169
5104219,0,0,13,13,0,0,5,10,6,3,14,22,17,4,5,24,21,0,4,23,19,0,3,22,10,0,3,17,3,0,0,3,0,0,0,0,83,14,50,145,0,0,17,17,0,0,17,15,16,3,8,23,15,3,4,26,27,4,3,35,18,3,6,24,14,0,7,20,0,0,3,5,0,0,0,3,84,18,60,161,0,0,30,30,0,3,24,26,22,3,19,47,37,5,8,55,41,3,6,61,33,5,6,44,26,0,10,41,9,0,3,10,0,3,0,3,167,30,107,309
5104220,0,0,13,13,0,0,15,15,3,3,7,13,16,3,4,27,24,3,0,27,20,0,4,24,8,0,0,14,5,0,0,9,3,0,0,3,78,17,48,137,0,0,5,5,0,0,11,12,3,6,4,15,22,5,0,29,27,3,8,33,10,0,11,25,11,0,6,11,3,0,0,5,0,0,3,3,79,15,46,143,0,0,23,23,0,0,23,24,7,13,8,30,40,10,3,59,47,8,8,57,28,5,14,46,19,0,6,23,11,0,3,11,0,0,3,9,157,32,89,278
5104221,0,0,18,18,0,0,18,18,9,4,9,14,15,0,5,20,33,3,7,40,18,3,6,30,13,0,3,19,5,0,0,5,3,0,0,3,94,17,64,168,0,0,18,18,0,0,7,7,8,9,8,24,21,3,4,30,27,4,8,40,16,3,4,26,11,0,5,9,7,0,6,9,0,0,0,0,92,16,61,170,0,0,36,36,0,0,29,29,17,10,13,36,36,3,9,51,63,11,15,84,37,12,11,58,24,0,7,29,10,0,6,20,4,0,0,6,186,29,124,341
5104222,0,0,11,14,0,0,0,5,3,8,8,20,19,0,10,24,20,7,6,32,10,3,3,17,17,0,5,20,3,0,0,6,0,0,0,0,73,20,41,132,0,0,6,6,0,0,7,7,9,8,12,25,19,4,13,30,19,3,18,39,14,3,11,25,14,0,7,24,0,0,5,5,0,0,4,7,69,16,82,167,0,0,21,18,0,0,7,7,10,10,21,39,36,6,18,56,32,9,20,65,21,4,15,44,25,0,12,43,3,0,4,10,0,0,4,5,138,34,126,301
5104223,0,0,17,17,0,0,23,23,7,8,10,21,33,3,8,39,31,6,0,35,24,5,10,34,7,0,4,17,7,0,3,10,0,0,0,0,112,19,71,199,0,0,18,18,0,0,22,20,15,3,5,24,40,3,3,54,30,3,10,40,21,3,9,32,7,0,7,16,3,0,7,10,0,0,0,0,115,15,81,211,0,0,33,33,0,0,45,44,27,7,15,47,76,8,7,93,55,9,10,75,51,8,13,70,15,3,11,26,10,0,9,20,0,0,0,0,229,32,153,412
5104224,0,0,4,4,0,0,10,7,3,10,5,21,13,4,10,27,13,4,5,24,11,6,3,16,19,3,6,26,4,0,6,11,0,0,0,0,67,22,44,134,0,0,3,3,0,0,6,6,9,13,9,24,17,4,9,34,14,3,13,27,10,3,13,26,18,0,12,30,5,0,4,13,0,0,0,3,69,23,65,157,0,0,8,8,0,0,12,18,13,15,15,41,35,11,16,56,30,11,12,48,25,7,10,41,38,3,18,53,13,0,11,19,0,0,0,3,140,45,103,289
5104225,0,0,11,11,0,0,3,3,0,5,9,13,25,4,3,29,22,0,5,28,23,0,6,32,16,3,6,18,3,0,0,6,0,0,0,0,90,17,39,142,0,0,8,8,0,0,8,8,3,3,13,16,30,3,8,39,32,3,3,36,24,3,3,30,10,3,0,17,5,0,7,8,0,0,3,3,90,17,58,166,0,0,22,22,0,0,9,9,4,10,20,32,48,11,7,65,50,3,11,66,48,7,10,56,22,11,4,34,8,0,4,15,0,0,3,8,175,30,96,311
5104226,0,0,7,7,0,0,0,0,7,4,12,21,12,3,4,21,16,3,4,20,15,0,5,23,20,3,0,19,7,0,0,7,0,0,0,0,69,9,36,119,0,0,6,6,0,0,16,16,9,3,5,16,15,3,3,26,19,6,0,21,15,0,8,28,16,0,9,29,5,0,3,4,0,0,4,4,77,9,64,151,0,0,16,16,0,0,18,18,8,5,19,36,29,7,11,44,31,4,3,43,32,0,20,50,36,3,11,48,12,0,3,16,0,0,4,4,150,22,104,274
5104227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104228,0,0,4,4,0,0,7,7,8,3,14,25,12,3,12,29,4,3,9,19,14,0,7,22,7,3,4,18,0,0,7,7,0,0,0,0,47,9,62,120,0,0,3,3,0,0,11,11,9,4,18,33,11,10,9,21,8,0,4,15,9,0,11,22,3,0,9,7,3,0,7,9,0,0,0,0,46,9,58,112,0,0,7,7,0,0,14,14,23,3,28,53,25,11,17,55,15,3,11,30,26,0,13,38,9,3,10,25,3,0,9,14,0,0,3,3,96,20,121,239
5104229,0,0,4,4,0,0,3,4,3,5,10,24,13,3,7,17,16,4,6,28,4,0,4,14,7,0,0,8,0,0,0,9,3,0,0,3,47,13,45,102,0,0,8,8,0,0,8,8,8,8,3,19,11,4,6,22,9,0,4,16,6,0,7,13,5,3,7,16,3,0,0,8,0,0,0,0,48,14,47,110,0,0,16,16,0,0,8,7,11,10,19,39,23,3,17,41,23,6,10,43,16,0,12,24,15,0,6,25,3,0,5,15,3,0,0,4,98,30,91,211
5104230,0,0,8,8,0,0,14,14,3,6,4,22,14,3,5,25,16,8,3,30,4,0,4,13,9,3,3,21,10,0,3,7,0,0,0,0,63,24,44,128,0,0,4,4,0,0,14,20,6,6,15,32,15,10,0,26,15,3,12,29,15,3,6,21,10,0,13,23,7,0,3,6,0,0,6,6,71,19,78,165,0,0,13,13,0,0,26,32,13,15,20,45,32,10,5,51,31,5,14,53,17,3,5,29,22,3,14,45,13,0,6,20,0,0,6,6,135,42,121,296
5104231,0,0,3,3,0,0,5,10,6,3,13,32,11,3,3,19,10,9,12,27,10,3,40,58,10,3,51,61,6,0,8,20,4,0,5,6,59,26,149,234,0,0,5,5,0,4,5,7,9,5,15,31,13,3,8,22,13,7,11,24,11,3,25,41,8,0,19,29,3,0,23,29,0,0,11,11,63,23,121,205,0,0,7,7,0,0,15,17,14,14,29,59,24,8,10,47,16,16,19,50,25,6,67,101,18,3,66,91,9,0,36,49,4,0,14,18,120,48,271,434
5104232,0,0,4,4,0,3,3,3,3,14,14,29,5,7,4,19,0,0,3,9,3,3,5,11,8,0,4,14,0,0,0,3,0,0,0,0,27,19,41,88,0,0,0,0,0,3,3,4,9,11,12,29,10,3,4,12,4,4,12,20,3,0,5,10,7,0,3,12,0,0,3,3,0,0,0,0,28,23,43,97,0,0,4,4,0,3,8,7,10,19,23,59,17,9,11,33,5,6,17,24,6,3,13,28,8,0,9,26,3,0,7,4,0,0,0,0,53,45,88,182
5104233,0,0,3,3,0,7,13,17,19,18,27,65,21,5,18,48,9,10,14,35,10,0,8,23,11,0,7,20,4,0,3,7,0,0,0,0,80,47,83,211,0,0,5,5,0,9,12,20,26,20,26,75,22,7,18,50,7,7,6,16,12,0,16,27,10,0,17,32,0,0,6,9,0,0,3,3,77,40,113,226,0,0,8,12,0,11,26,33,42,43,57,137,45,14,36,91,19,16,19,49,23,0,22,48,25,3,21,46,5,0,6,14,0,0,5,4,151,83,197,439
5104234,0,0,11,11,0,0,20,23,7,10,24,48,25,8,6,40,9,3,3,22,18,4,8,29,9,4,4,16,0,0,3,3,3,0,0,3,72,29,87,193,0,0,6,6,0,3,20,17,18,17,17,50,20,7,7,35,22,6,11,36,13,3,6,20,7,0,6,15,0,0,0,0,3,0,0,3,80,37,77,183,0,0,23,23,0,4,37,43,30,27,43,96,45,17,16,72,32,13,11,57,26,7,11,50,12,4,6,25,0,0,5,5,3,0,0,4,153,63,158,373
5104235,0,0,0,0,0,3,6,11,0,7,18,26,12,9,6,26,17,3,7,19,7,0,9,17,8,0,3,11,5,0,0,5,0,0,0,0,46,19,57,116,0,0,7,7,0,0,11,11,5,4,20,28,17,11,7,37,11,0,12,18,6,0,14,20,6,0,3,11,3,0,0,5,0,0,0,0,46,16,81,145,0,0,9,9,0,4,17,20,10,7,32,47,26,19,17,62,26,3,12,40,18,0,23,40,8,0,11,18,11,0,0,7,0,0,0,0,87,29,135,252
5104236,0,0,11,11,0,0,9,7,11,26,31,69,7,0,19,24,5,0,23,28,6,0,7,18,3,0,10,18,3,0,4,9,0,0,3,3,30,38,120,185,0,0,0,3,0,6,15,18,11,21,34,71,4,4,19,22,9,0,11,21,7,0,17,20,4,0,8,11,0,0,6,7,0,0,0,0,37,32,101,171,0,0,12,14,0,5,21,30,18,45,68,137,8,3,35,47,19,0,31,48,10,3,25,40,5,3,17,27,3,3,13,15,0,0,4,4,66,68,224,354
5104237,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,18,0,4,17,40,5,4,48,15,0,8,23,73,7,19,96,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,7,0,0,0,4,5,0,3,10,21,4,12,40,37,4,48,86,8,0,33,37,73,10,106,180,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,6,0,0,0,3,9,0,3,8,40,5,18,63,76,5,56,136,20,0,43,62,148,12,118,280
5104238,0,0,11,11,0,0,12,8,3,3,4,11,14,5,3,26,13,4,4,27,16,4,4,21,19,3,8,29,7,0,3,14,3,0,0,3,85,13,47,153,0,0,13,13,0,0,16,16,10,6,6,17,16,3,4,28,19,5,4,29,23,3,5,33,13,0,8,18,0,0,10,13,0,0,8,4,85,13,64,167,0,0,20,20,0,0,20,23,19,4,12,32,34,8,5,55,31,9,14,52,41,8,7,54,33,3,13,47,8,0,13,18,4,0,9,10,175,30,113,322
5104301,0,0,3,3,0,0,11,12,20,5,14,43,16,3,3,26,5,0,5,9,4,0,9,12,8,0,3,8,5,0,3,5,0,0,0,0,57,8,51,120,0,0,5,5,0,0,7,7,22,6,14,43,12,3,8,25,8,0,3,9,3,0,7,11,8,0,4,13,0,0,7,5,0,0,7,7,53,16,57,126,0,0,8,8,0,3,15,18,39,13,29,80,25,9,12,46,13,0,9,23,8,0,15,26,14,0,7,27,3,0,9,16,0,0,7,3,110,25,113,246
