SA1_7DIGITCODE_2016,Preschool_M,Preschool_F,Preschool_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infants_Prim_Other_Non_Govt_M,Infants_Prim_Other_Non_Govt_F,Infants_Prim_Other_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tech_Ftime_stud_15_24_yr_M,Tech_Ftime_stud_15_24_yr_F,Tech_Ftime_stud_15_24_yr_P,Tech_Ftime_stud_25_yr_over_M,Tech_Ftime_stud_25_yr_over_F,Tech_Ftime_stud_25_yr_over_P,Tech_Ptime_stud_15_24_yr_M,Tech_Ptime_stud_15_24_yr_F,Tech_Ptime_stud_15_24_yr_P,Tech_Ptime_stud_25_yr_over_M,Tech_Ptime_stud_25_yr_over_F,Tech_Ptime_stud_25_yr_over_P,Tech_Full_Ptime_stud_st_ns_M,Tech_Full_Ptime_stud_st_ns_F,Tech_Full_Ptime_stud_st_ns_P,Tech_Furth_Educ_Instit_Tot_M,Tech_Furth_Educ_Instit_Tot_F,Tech_Furth_Educ_Instit_Tot_P,Uni_oth_Inst_Ft_stu_15_24_M,Uni_oth_Inst_Ft_stu_15_24_F,Uni_oth_Inst_Ft_stu_15_24_P,Uni_oth_Instit_Ft_stu_25_M,Uni_oth_Instit_Ft_stu_25_F,Uni_oth_Instit_Ft_stu_25_P,Uni_oth_Instit_Pt_stu_15_24_M,Uni_oth_Instit_Pt_stu_15_24_F,Uni_oth_Instit_Pt_stu_15_24_P,Uni_oth_Instit_Pt_stu_25_M,Uni_oth_Instit_Pt_stu_25_F,Uni_oth_Instit_Pt_stu_25_P,Uni_oth_Inst_F_Pt_stu_st_ns_M,Uni_oth_Inst_F_Pt_stu_st_ns_F,Uni_oth_Inst_F_Pt_stu_st_ns_P,Uni_oth_Inst_Tot_M,Uni_oth_Inst_Tot_F,Uni_oth_Inst_Tot_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
5107702,0,0,0,7,14,20,0,3,0,0,0,0,11,15,26,7,6,12,3,0,0,4,0,7,8,9,20,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,7,4,8,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,5,11,12,0,0,0,0,0,0,0,0,0,0,0,0,10,10,19,0,0,0,45,49,92
5107703,0,0,0,7,3,10,0,0,0,3,0,3,6,5,15,3,9,7,0,0,0,0,3,0,3,8,17,0,0,4,3,4,7,0,0,0,3,3,3,0,0,0,4,8,14,11,12,26,4,3,7,0,0,5,3,9,5,0,0,0,16,24,48,0,0,0,3,0,3,0,0,0,3,0,3,5,4,8,0,4,10,39,63,103
5107704,0,3,4,8,6,10,0,4,4,0,0,3,10,7,19,3,0,3,0,0,0,3,0,3,3,0,4,0,5,3,5,6,8,0,0,3,3,4,4,0,0,0,10,7,16,18,12,32,13,4,19,0,0,0,4,4,6,0,0,0,31,23,57,0,0,0,0,3,6,0,0,0,0,3,6,22,14,36,3,7,10,80,71,149
5107705,3,3,3,5,4,9,0,0,0,0,0,0,9,3,13,0,3,5,0,0,0,0,0,0,0,3,5,3,3,5,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,11,12,19,7,6,12,3,0,3,0,4,4,0,0,0,13,20,41,0,5,5,0,0,3,0,0,0,0,3,3,76,124,205,0,6,3,108,171,279
5107706,6,5,7,9,13,29,0,0,3,6,3,6,18,19,34,3,10,13,3,3,7,0,0,4,8,16,23,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,4,9,7,8,15,3,0,0,0,0,0,0,0,0,0,0,0,11,10,19,0,0,0,0,0,0,0,0,0,0,0,3,4,10,14,0,0,3,53,65,112
5107707,7,5,8,10,16,22,0,0,3,0,3,3,11,18,30,0,4,3,0,3,3,0,0,3,3,8,12,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,5,3,6,4,0,3,0,0,4,0,0,0,0,0,3,0,0,0,11,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,4,4,35,49,83
5107708,9,7,17,15,10,32,0,3,3,0,4,5,19,17,35,9,6,10,3,3,4,0,4,3,7,8,22,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,3,5,7,11,19,0,0,3,0,0,3,4,0,5,0,0,0,11,16,28,0,0,0,0,0,0,0,0,0,4,0,3,10,9,18,0,8,8,62,68,133
5107709,0,0,0,7,4,14,0,0,0,0,0,0,7,5,11,3,11,10,0,3,3,0,3,6,3,19,24,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,3,4,5,0,0,3,0,0,0,0,0,4,0,0,0,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,20,39,54
5107710,7,0,5,14,5,21,0,0,3,3,0,3,16,10,22,8,14,27,3,0,3,0,3,6,11,19,34,0,0,3,0,0,0,0,3,4,3,0,3,0,0,0,3,9,14,5,0,5,0,4,3,0,0,3,3,0,0,0,0,0,8,9,19,0,0,0,3,0,4,0,0,0,3,0,4,17,10,29,0,0,3,64,58,122
5107711,0,0,0,4,12,14,0,0,3,0,3,3,7,19,25,4,0,4,0,0,5,3,0,4,12,8,12,3,0,6,0,3,9,3,0,3,0,0,0,0,0,0,9,8,15,7,8,17,3,0,8,0,0,0,3,3,7,0,0,0,15,9,25,0,0,0,0,0,0,0,0,0,0,0,4,14,19,35,3,4,11,56,67,124
5107712,3,3,8,17,17,32,0,0,3,4,3,3,23,17,40,7,9,16,0,5,5,0,4,4,14,17,28,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,5,0,7,8,3,11,0,0,3,0,0,0,3,5,7,0,0,0,11,12,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,58,61,120
5107713,0,0,0,10,5,15,0,0,0,0,0,0,10,5,15,3,3,3,0,0,0,0,0,0,3,5,8,8,4,6,0,0,3,0,0,0,0,4,7,0,0,0,12,6,16,17,20,37,13,9,28,3,3,4,3,7,8,0,0,0,42,36,83,3,0,3,0,0,0,0,0,0,3,0,3,23,17,40,7,3,12,92,81,171
5107714,0,0,0,6,7,14,0,0,0,0,0,0,6,7,14,3,0,3,0,0,0,4,3,10,8,3,11,0,0,0,0,6,11,0,0,0,0,4,3,0,0,0,6,13,21,14,15,27,13,10,25,0,0,0,6,3,6,0,0,0,30,32,62,0,0,0,0,0,3,0,0,0,0,0,3,24,15,33,3,9,5,81,71,153
5107715,0,0,3,0,0,5,0,3,3,0,0,0,4,7,9,0,3,5,0,0,4,3,0,4,8,5,9,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,4,8,13,18,0,3,9,0,3,3,0,3,7,0,0,0,13,20,36,5,0,5,0,0,0,0,0,0,5,0,5,10,10,20,0,7,9,37,55,90
5107716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
5107717,5,0,3,11,9,16,0,0,0,3,3,3,13,9,20,4,7,14,0,0,3,0,3,3,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,7,3,8,0,0,0,0,3,3,0,0,0,4,9,13,0,3,3,0,0,3,0,0,0,0,3,5,7,4,14,0,0,0,35,43,79
5107718,0,3,3,7,6,14,0,0,0,7,0,8,17,9,21,0,7,6,0,4,4,0,0,0,5,11,10,3,0,5,0,0,0,3,0,3,0,0,0,0,0,0,6,3,4,6,7,10,0,0,3,0,0,3,3,3,7,0,0,0,11,7,19,0,0,0,0,0,3,0,0,0,0,0,3,16,14,25,0,0,3,52,43,96
5107719,3,0,8,12,6,17,0,0,0,0,0,0,12,6,17,6,0,6,0,3,3,0,0,0,8,6,12,3,4,11,0,0,5,0,0,0,7,3,4,0,0,0,9,11,20,158,123,283,56,31,81,0,3,7,3,6,9,0,0,0,223,159,379,4,0,4,3,3,3,0,0,0,8,3,8,23,20,47,13,11,28,299,222,518
5107720,11,9,15,15,19,39,3,4,7,0,3,5,16,24,44,4,7,16,3,3,8,0,5,6,9,18,27,4,3,3,0,0,3,0,0,0,0,0,4,0,0,0,9,8,14,9,6,12,0,3,3,4,0,4,0,3,3,0,0,0,11,14,22,0,0,0,0,0,5,0,0,0,3,0,4,8,4,15,0,0,4,68,81,147
5107721,3,7,7,12,17,32,0,0,0,3,0,3,13,22,34,14,8,18,0,0,3,0,4,11,16,18,36,0,4,3,0,0,0,3,0,3,0,3,3,0,0,0,4,10,13,7,3,8,4,3,9,0,0,0,4,3,9,0,0,0,11,13,27,0,0,0,0,0,3,0,0,0,0,0,3,5,7,12,3,7,8,60,78,137
5107722,0,3,5,5,14,19,0,0,3,3,3,4,8,17,26,4,7,12,10,5,18,0,0,4,13,15,28,3,3,3,0,0,4,4,0,6,0,0,0,0,0,0,6,4,12,5,5,13,4,3,3,0,0,4,0,0,0,0,0,0,10,11,23,0,0,0,0,4,4,0,0,0,0,6,5,7,8,10,0,0,0,52,64,115
5107723,8,7,13,16,20,37,0,0,3,0,0,3,23,17,44,10,9,18,9,5,14,7,5,5,19,23,44,0,0,0,3,0,3,3,0,3,0,6,7,0,0,0,4,8,11,12,5,16,3,7,7,7,3,6,0,3,7,0,0,0,20,18,36,3,0,3,0,0,0,0,0,0,3,3,3,5,3,3,0,0,0,78,74,157
5107724,6,3,7,14,9,24,3,0,0,8,3,10,21,15,36,14,8,21,0,3,3,4,0,4,17,8,25,0,0,0,0,0,0,3,0,0,3,4,6,0,0,0,3,5,6,3,0,3,5,4,5,0,0,0,0,3,7,0,0,0,8,7,12,0,0,0,0,0,0,0,0,0,0,3,4,29,25,47,0,0,0,84,69,145
5107725,3,3,3,18,16,34,5,3,13,0,3,3,26,21,51,0,3,5,8,6,15,0,0,4,12,10,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,4,0,3,3,0,0,0,0,0,0,3,10,12,0,0,0,5,16,22,0,3,3,0,0,0,0,0,0,0,5,5,3,3,8,0,0,0,50,60,115
5107726,0,3,3,4,9,11,0,0,0,0,0,0,5,9,12,6,3,5,3,0,3,0,3,3,9,4,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,5,0,3,3,0,3,3,0,3,3,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,3,4,9,25,38,63
5107727,3,9,8,23,19,42,0,4,3,0,0,0,19,25,46,0,9,8,6,11,21,3,0,3,14,22,34,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,4,7,9,3,9,16,0,3,3,0,3,3,5,3,5,0,0,0,10,23,29,0,3,3,0,0,0,0,0,0,0,3,4,10,12,17,0,0,8,67,91,156
5107728,0,4,4,23,14,37,5,0,11,0,0,4,26,24,53,4,6,10,3,5,8,5,3,9,16,19,33,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,0,0,3,0,4,4,0,3,3,3,10,15,0,0,0,7,14,19,0,0,0,0,0,0,0,0,0,0,0,3,4,9,10,0,0,0,58,66,120
5107729,0,3,3,10,10,21,0,0,0,3,0,3,10,14,26,0,8,7,3,0,0,3,0,4,9,9,16,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,9,9,9,24,0,4,6,0,0,0,6,0,8,0,0,0,14,16,29,0,0,0,0,0,4,0,0,0,0,0,4,7,3,5,0,0,0,42,46,92
5107730,0,0,0,12,4,13,8,5,11,3,3,8,19,10,33,7,3,10,0,6,4,9,11,20,19,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,0,0,0,0,3,3,0,0,4,0,0,0,7,15,17,0,0,0,0,0,3,0,0,0,3,0,5,7,0,8,0,0,0,58,42,100
5107731,3,0,3,19,14,37,0,0,0,3,6,10,28,21,48,8,12,23,0,0,6,13,10,21,22,24,47,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,4,7,3,6,9,4,0,3,3,0,3,3,3,3,0,0,0,12,15,24,0,0,0,0,0,3,0,0,0,3,3,6,17,20,33,0,3,5,84,86,175
5107732,0,0,0,3,3,5,3,0,3,0,0,0,4,4,7,0,3,9,0,3,8,3,3,8,12,14,24,3,4,4,0,0,3,5,0,4,0,4,5,0,0,0,7,10,17,11,13,21,7,9,12,0,0,0,3,0,7,0,0,0,24,23,45,0,0,0,0,4,4,0,0,0,0,4,4,3,7,14,5,3,8,54,68,118
5107733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107735,0,3,6,13,8,27,3,3,5,0,0,0,21,12,35,3,10,14,0,3,3,0,5,8,10,18,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,6,9,15,0,3,3,0,0,0,0,0,3,0,0,0,5,13,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,44,55,98
5107736,3,0,5,17,16,36,0,0,4,4,4,11,25,26,52,17,20,35,5,8,17,8,4,14,32,32,62,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,3,4,19,11,25,5,3,4,0,3,3,0,6,11,0,0,0,24,25,49,4,0,4,3,0,3,0,0,0,3,0,6,13,12,25,0,3,3,110,97,203
5107801,5,6,7,24,27,49,5,6,13,0,5,6,36,33,74,9,9,20,4,4,5,7,4,5,16,17,36,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,3,3,9,3,8,9,3,0,0,0,0,0,0,4,4,0,0,0,4,13,15,0,0,0,0,0,3,0,0,0,0,0,3,6,9,13,0,0,4,76,90,161
5107802,4,0,7,18,13,27,5,5,12,3,0,3,20,21,43,3,4,11,0,0,3,4,3,8,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,12,0,5,6,0,0,0,0,3,4,0,0,0,9,12,20,0,0,0,0,4,3,0,0,0,0,4,3,7,3,10,3,3,3,49,56,104
5107803,9,5,12,23,15,39,0,4,6,0,3,4,25,24,48,10,6,15,0,3,3,3,0,3,13,6,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,7,12,0,0,0,0,3,3,0,3,6,0,0,0,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,14,9,28,0,5,8,78,69,140
5107804,8,3,7,23,16,41,3,3,9,3,3,10,33,24,52,12,13,22,0,3,5,3,3,7,12,20,37,0,0,3,0,0,0,0,0,0,4,3,6,0,0,0,3,3,10,7,0,10,0,0,0,0,3,3,0,3,7,0,0,0,9,12,21,0,0,0,0,3,3,0,0,0,0,3,3,11,8,16,0,0,0,72,66,143
5107805,4,0,6,9,16,27,0,3,6,5,4,9,12,22,40,10,6,14,5,3,12,0,3,3,19,16,29,0,0,3,0,0,0,3,0,3,0,0,4,0,0,0,4,6,5,4,10,18,3,0,3,4,0,4,0,3,3,0,0,0,14,14,22,0,0,0,0,5,5,0,0,0,0,5,5,0,3,3,0,0,0,57,66,118
5107806,0,3,3,9,3,7,4,3,7,0,0,0,11,9,16,8,12,14,0,0,3,0,3,3,6,14,23,0,0,0,0,0,0,3,0,4,4,0,7,0,0,0,4,4,7,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,0,0,0,0,3,3,0,0,0,0,3,3,4,5,11,0,0,3,37,42,76
5107807,4,7,5,28,17,44,3,7,5,0,3,4,32,21,57,10,12,18,7,3,8,4,7,6,18,20,31,0,3,4,0,0,0,3,0,3,0,0,0,0,0,0,3,7,10,13,8,18,0,0,0,3,0,3,5,3,7,0,0,0,17,9,30,0,0,0,3,0,5,0,0,0,3,0,5,0,0,3,0,0,0,78,65,145
5107808,7,3,6,23,19,39,0,8,15,4,7,15,33,34,66,14,19,31,0,10,7,3,8,8,19,34,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,5,7,12,0,0,0,0,3,6,0,3,5,0,0,0,9,15,23,0,0,5,0,0,4,0,0,0,0,3,4,8,11,22,0,0,0,83,96,186
5107809,4,0,8,5,13,16,0,3,4,4,4,7,9,22,35,4,0,10,0,0,0,8,3,10,15,5,18,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,7,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,36,38,76
5107810,4,0,4,8,7,13,3,0,3,0,0,3,13,12,22,6,6,9,4,4,8,3,4,3,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,3,10,7,0,0,0,0,0,0,0,0,0,0,3,3,5,9,14,0,0,0,37,40,78
5107811,3,4,11,25,17,38,3,4,4,3,4,9,32,18,47,11,9,17,3,3,6,4,0,8,18,13,30,0,3,5,0,0,0,3,0,5,0,4,7,0,0,0,4,7,11,8,16,19,0,7,5,0,0,0,0,9,8,0,0,0,8,24,38,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,0,5,5,74,83,155
5107812,0,3,3,20,13,34,4,3,4,8,9,9,22,20,50,3,8,10,0,3,4,6,3,12,15,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,6,17,0,0,3,0,3,3,0,4,10,0,0,0,11,18,28,0,0,0,3,0,4,0,0,0,3,3,4,12,11,24,0,3,3,67,73,138
5107813,0,3,4,10,9,23,0,0,3,0,3,0,10,12,24,3,0,8,0,0,0,5,7,11,13,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,35,39,70
5107814,0,0,3,7,11,23,7,3,4,0,3,6,16,16,28,9,3,10,0,0,3,3,0,3,10,9,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,5,0,4,4,0,0,0,3,3,3,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,4,33,39,74
5107815,3,3,10,25,17,38,3,3,3,3,0,3,26,21,46,12,10,28,0,0,0,0,7,6,18,15,31,0,3,3,0,0,3,0,0,0,0,7,7,0,0,0,0,10,13,3,5,9,0,3,0,0,0,0,0,4,4,0,0,0,5,11,17,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23,0,0,0,68,75,143
5107816,0,3,7,11,8,16,0,3,3,0,0,0,11,13,21,4,3,5,0,0,0,9,5,13,11,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,4,4,0,0,7,0,0,0,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,0,0,0,33,42,77
5107817,0,0,4,18,18,33,0,0,3,10,3,13,32,21,51,6,10,15,0,0,0,6,11,13,15,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,0,3,3,0,0,0,0,3,3,0,0,0,4,13,20,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,0,0,0,49,72,121
5107818,3,3,9,20,15,33,3,0,5,3,0,4,23,14,37,6,8,16,0,0,4,7,5,12,14,10,25,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,5,5,7,6,15,0,3,3,3,0,3,0,3,3,0,0,0,14,9,21,0,0,0,0,0,0,0,0,0,0,0,3,11,4,19,0,0,0,63,55,124
5107819,0,0,0,11,12,18,0,4,7,0,3,9,10,18,30,9,7,15,0,0,0,0,0,0,9,7,15,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,3,3,3,5,0,0,3,0,3,3,0,4,4,0,0,0,8,9,20,0,0,0,0,0,0,0,0,0,0,3,3,6,8,12,0,4,3,42,49,93
5107820,0,0,0,6,8,20,0,0,0,0,0,0,13,11,17,8,7,14,0,0,0,0,3,3,10,9,20,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,0,0,0,35,34,68
5107821,3,0,9,27,24,47,3,5,8,4,0,6,32,30,61,15,14,27,6,3,9,0,0,0,21,15,37,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,5,3,3,5,0,0,0,0,0,0,0,3,3,0,0,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,0,0,0,75,67,149
5107822,0,4,3,17,11,22,0,3,3,3,0,3,19,13,33,13,5,18,4,0,5,4,0,7,23,10,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,9,3,16,3,0,3,0,0,0,0,0,0,0,0,0,9,3,14,0,0,0,0,0,0,0,0,0,0,0,0,9,5,17,0,3,0,61,39,99
5107823,3,7,10,20,32,52,3,5,3,0,4,4,25,34,61,11,12,28,3,0,3,11,3,12,26,17,39,0,0,0,0,0,0,3,0,3,5,6,5,0,0,0,5,6,11,8,3,12,3,0,3,0,0,0,3,3,7,0,0,0,10,8,17,0,0,0,0,0,0,0,0,0,0,3,3,6,14,24,0,0,0,83,86,166
5107824,0,3,3,16,10,28,8,5,10,7,4,12,27,27,50,7,9,15,4,9,13,5,10,11,14,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,7,3,4,4,0,3,3,3,3,3,0,0,0,3,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,61,70,128
5107825,3,0,4,10,10,22,3,0,3,0,0,0,19,10,26,6,4,14,3,0,3,0,4,4,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,8,3,3,8,0,0,0,3,0,3,0,0,0,11,11,18,0,3,3,0,0,0,0,0,0,0,4,4,3,3,3,0,0,0,42,38,77
5107826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107827,5,3,6,3,12,11,0,3,3,3,5,10,11,18,23,3,8,13,3,0,3,4,0,4,9,13,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,3,5,5,0,0,6,0,5,5,0,0,0,0,6,9,4,4,8,0,0,4,39,47,82
5107828,0,0,0,12,7,19,0,0,0,0,0,0,10,7,20,3,3,13,3,3,3,0,3,3,9,8,17,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,27,26,55
5107829,3,5,7,11,22,31,9,3,10,0,3,3,20,30,48,10,10,12,0,0,0,6,11,18,19,17,30,0,0,0,0,3,3,7,0,7,3,0,4,0,0,0,4,3,9,10,6,17,0,0,0,0,0,0,4,3,4,0,0,0,7,12,22,0,0,0,0,0,0,0,0,0,0,0,0,18,20,34,0,0,3,66,87,155
5107830,3,3,6,13,11,31,3,8,12,0,0,5,23,20,44,9,5,14,9,0,9,7,0,8,21,10,29,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,6,5,13,0,0,0,5,0,5,0,0,3,0,0,0,12,6,18,0,0,0,0,3,4,0,0,0,0,3,4,6,3,7,0,4,4,61,54,112
5107831,3,3,7,12,6,15,0,0,4,0,0,0,14,12,20,3,3,9,0,0,4,0,0,0,7,9,14,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,6,8,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,4,0,0,0,0,0,4,3,3,6,0,0,0,30,35,60
5107832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107833,0,0,0,0,3,8,6,0,12,3,0,3,11,4,20,6,3,11,6,4,12,3,0,3,15,11,25,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,12,4,18,0,0,3,0,0,0,0,0,0,0,0,0,13,6,22,0,0,0,0,0,0,0,0,0,0,0,0,9,10,21,0,0,0,54,36,90
5107834,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,0,0,0,3,0,3,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,13,0,0,0,9,16,27
5107835,0,0,3,4,6,7,3,6,9,3,3,7,14,10,18,5,3,11,0,0,3,3,3,4,9,6,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,28,28,56
5107901,6,3,12,17,18,38,4,3,8,3,3,8,25,25,50,4,10,9,7,0,7,7,12,22,19,25,41,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3,4,7,9,0,0,0,3,0,3,0,3,7,0,0,0,12,11,18,0,0,0,0,0,0,0,0,0,0,0,4,9,9,17,0,0,0,77,71,151
5107902,7,3,12,14,17,28,3,4,5,9,0,6,24,20,43,5,13,19,3,5,7,10,5,17,23,23,44,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,8,10,21,0,0,0,0,7,3,0,0,3,0,0,0,12,17,28,0,0,0,0,0,0,0,0,0,0,0,0,10,9,26,3,3,5,77,85,160
