SA1_7DIGITCODE_2016,M_SEO_Before_2000,M_SEO_2000_2005,M_SEO_2006_2010,M_SEO_2011,M_SEO_2012,M_SEO_2013,M_SEO_2014,M_SEO_2015,M_SEO_2016,M_SEO_Yr_arr_ns,M_SEO_T,M_Sol_sp_En_Vww_B_2000,M_Sol_sp_En_Vww_2000_2005,M_Sol_sp_En_Vww_2006_2010,M_Sol_sp_En_Vww_2011,M_Sol_sp_En_Vww_2012,M_Sol_sp_En_Vww_2013,M_Sol_sp_En_Vww_2014,M_Sol_sp_En_Vww_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_T,M_Sol_sp_En_Nwna_Bef_2000,M_Sol_sp_En_Nwna_2000_2005,M_Sol_sp_En_Nwna_2006_2010,M_Sol_sp_En_Nwna_2011,M_Sol_sp_En_Nwna_2012,M_Sol_sp_En_Nwna_2013,M_Sol_sp_En_Nwna_2014,M_Sol_sp_En_Nwna_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_T,M_Sol_sp_En_Pr_En_ns_Be_2000,M_Sol_sp_En_Pr_E_ns_2000_2005,M_Sol_sp_E_Pr_En_ns_2006_2010,M_Sol_sp_En_Prof_En_ns_2011,M_Sol_sp_En_Prof_En_ns_2012,M_Sol_sp_En_Prof_En_ns_2013,M_Sol_sp_En_Prof_En_ns_2014,M_Sol_sp_En_Prof_En_ns_2015,M_Sol_sp_En_Prof_En_ns_2016,M_So_sp_En_Pro_En_ns_Yr_ar_ns,M_Sol_sp_En_Prof_En_ns_T,M_Sol_sp_En_T_B_2000,M_Sol_sp_En_T_2000_2005,M_Sol_sp_En_T_2006_2010,M_Sol_sp_En_T_2011,M_Sol_sp_En_T_2012,M_Sol_sp_En_T_2013,M_Sol_sp_En_T_2014,M_Sol_sp_En_T_2015,M_Sol_sp_En_T_2016,M_Sol_sp_En_T_Yr_arr_ns,M_Sol_sp_En_T_T,M_LanProf_En_ns_B_2000,M_LanProf_En_ns_2000_2005,M_LanProf_En_ns_2006_2010,M_LanProf_En_ns_2011,M_LanProf_En_ns_2012,M_LanProf_En_ns_2013,M_LanProf_En_ns_2014,M_LanProf_En_ns_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_T,M_T_B_2000,M_T_2000_2005,M_T_2006_2010,M_T_2011,M_T_2012,M_T_2013,M_T_2014,M_T_2015,M_T_2016,M_T_Yr_arrival_ns,M_T_T,F_SEO_B_2000,F_SEO_2000_2005,F_SEO_2006_2010,F_SEO_2011,F_SEO_2012,F_SEO_2013,F_SEO_2014,F_SEO_2015,F_SEO_2016,F_SEO_Yr_arr_ns,F_SEO_T,F_Sol_sp_En_Vww_B_2000,F_Sol_sp_En_Vww_2000_2005,F_Sol_sp_En_Vww_2006_2010,F_Sol_sp_En_Vww_2011,F_Sol_sp_En_Vww_2012,F_Sol_sp_En_Vww_2013,F_Sol_sp_En_Vww_2014,F_Sol_sp_En_Vww_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_T,F_Sol_sp_En_Nwna_Bef_2000,F_Sol_sp_En_Nwna_2000_2005,F_Sol_sp_En_Nwna_2006_2010,F_Sol_sp_En_Nwna_2011,F_Sol_sp_En_Nwna_2012,F_Sol_sp_En_Nwna_2013,F_Sol_sp_En_Nwna_2014,F_Sol_sp_En_Nwna_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_T,F_Sol_sp_En_Pr_En_ns_Be_2000,F_Sol_sp_En_Pr_E_ns_2000_2005,F_Sol_sp_E_Pr_En_ns_2006_2010,F_Sol_sp_En_Prof_En_ns_2011,F_Sol_sp_En_Prof_En_ns_2012,F_Sol_sp_En_Prof_En_ns_2013,F_Sol_sp_En_Prof_En_ns_2014,F_Sol_sp_En_Prof_En_ns_2015,F_Sol_sp_En_Prof_En_ns_2016,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_T,F_Sol_sp_En_T_B_2000,F_Sol_sp_En_T_2000_2005,F_Sol_sp_En_T_2006_2010,F_Sol_sp_En_T_2011,F_Sol_sp_En_T_2012,F_Sol_sp_En_T_2013,F_Sol_sp_En_T_2014,F_Sol_sp_En_T_2015,F_Sol_sp_En_T_2016,F_Sol_sp_En_T_Yr_arr_ns,F_Sol_sp_En_T_T,F_LanProf_En_ns_Bef_2000,F_LanProf_En_ns_2000_2005,F_LanProf_En_ns_2006_2010,F_LanProf_En_ns_2011,F_LanProf_En_ns_2012,F_LanProf_En_ns_2013,F_LanProf_En_ns_2014,F_LanProf_En_ns_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_T,F_T_B_2000,F_T_2000_2005,F_T_2006_2010,F_T_2011,F_T_2012,F_T_2013,F_T_2014,F_T_2015,F_T_2016,F_T_Yr_arrival_ns,F_T_T,P_SEO_B_2000,P_SEO_2000_2005,P_SEO_2006_2010,P_SEO_2011,P_SEO_2012,P_SEO_2013,P_SEO_2014,P_SEO_2015,P_SEO_2016,P_SEO_Yr_arr_ns,P_SEO_T,P_Sol_sp_En_Vww_B_2000,P_Sol_sp_En_Vww_2000_2005,P_Sol_sp_En_Vww_2006_2010,P_Sol_sp_En_Vww_2011,P_Sol_sp_En_Vww_2012,P_Sol_sp_En_Vww_2013,P_Sol_sp_En_Vww_2014,P_Sol_sp_En_Vww_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_T,P_Sol_sp_En_Nwna_Bef_2000,P_Sol_sp_En_Nwna_2000_2005,P_Sol_sp_En_Nwna_2006_2010,P_Sol_sp_En_Nwna_2011,P_Sol_sp_En_Nwna_2012,P_Sol_sp_En_Nwna_2013,P_Sol_sp_En_Nwna_2014,P_Sol_sp_En_Nwna_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_T,P_Sol_sp_En_Pr_En_ns_Be_2000,P_Sol_sp_En_Pr_E_ns_2000_2005,P_Sol_sp_E_Pr_En_ns_2006_2010,P_Sol_sp_En_Prof_En_ns_2011,P_Sol_sp_En_Prof_En_ns_2012,P_Sol_sp_En_Prof_En_ns_2013,P_Sol_sp_En_Prof_En_ns_2014,P_Sol_sp_En_Prof_En_ns_2015,P_Sol_sp_En_Prof_En_ns_2016,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_T,P_Sol_sp_En_T_B_2000,P_Sol_sp_En_T_2000_2005
5109211,29,4,3,4,9,3,5,3,6,5,61,8,0,3,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,36,4,8,5,7,6,6,4,5,3,84,21,4,4,7,3,0,4,4,0,0,45,3,0,4,0,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,20,4,8,7,8,3,7,5,3,3,65,49,7,6,7,10,3,9,9,3,8,111,13,0,7,0,6,3,3,3,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
5109212,29,3,9,0,6,7,0,7,0,0,64,7,0,5,0,0,0,0,3,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,3,0,4,16,0,0,0,0,0,0,0,0,0,0,0,30,3,20,0,4,7,0,10,0,4,79,17,6,14,0,8,0,0,6,0,0,53,0,3,7,0,0,0,0,9,4,0,22,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,12,6,0,25,0,0,0,0,0,0,0,0,0,0,0,19,6,17,3,8,0,0,12,9,0,80,49,7,28,3,9,5,3,7,0,0,119,4,3,15,0,0,0,0,6,4,3,40,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3
5109213,23,0,3,4,3,7,0,0,3,0,48,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,28,3,3,4,3,7,3,0,3,0,61,19,0,6,7,7,7,0,0,3,0,45,3,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,0,8,7,7,7,0,0,3,4,61,49,6,10,9,7,11,0,0,3,0,96,9,0,3,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
5109214,16,5,14,0,3,5,3,0,0,0,45,3,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,5,18,0,7,5,3,3,0,0,56,19,7,8,0,0,0,0,3,0,4,42,7,3,5,0,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,25,5,14,0,4,0,0,3,0,3,61,33,10,23,0,3,8,3,4,0,3,92,5,3,12,0,6,0,0,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
5109215,13,8,6,4,0,3,0,0,0,0,32,3,3,9,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,14,11,16,4,0,3,3,0,0,0,53,9,0,7,7,0,3,0,0,0,0,19,3,3,7,0,0,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,10,3,10,7,0,3,0,3,0,0,39,19,8,11,6,0,9,0,0,0,0,54,7,8,13,0,0,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
5109216,38,3,8,11,9,8,5,0,3,0,97,5,0,16,3,5,5,3,14,4,0,61,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,16,3,5,5,6,17,3,0,70,0,0,0,0,0,0,0,0,0,0,0,48,6,25,14,20,15,12,17,11,0,172,25,6,12,7,15,8,7,0,3,0,90,6,3,18,4,3,3,10,12,3,0,68,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,21,4,3,3,10,19,4,0,76,0,0,0,0,0,0,0,0,0,0,0,35,14,33,16,14,9,10,19,9,0,164,69,12,22,22,26,18,13,0,8,3,189,12,6,35,11,9,9,12,34,7,0,128,0,0,0,0,0,0,0,8,6,0,18,0,0,0,0,0,0,0,0,0,0,0,11,6
5109217,28,0,5,4,9,6,0,0,0,3,55,3,3,11,0,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,29,6,14,3,8,4,3,4,0,4,81,42,6,11,6,6,3,3,0,0,3,76,7,3,12,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,54,10,17,6,11,3,3,0,3,3,104,70,6,12,10,10,8,3,0,0,3,125,13,10,22,0,3,0,3,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10
5109218,17,3,11,0,3,3,0,0,3,0,42,4,3,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,27,5,9,0,3,5,4,0,3,0,55,27,5,5,3,5,0,3,0,0,0,57,8,3,3,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,3,34,5,13,3,9,4,3,5,0,0,73,42,9,19,3,7,3,3,0,8,0,95,12,4,3,0,0,4,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,4
5109219,29,8,6,6,0,0,3,0,0,0,58,4,3,4,0,7,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,7,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,30,9,12,7,7,0,3,0,4,0,75,32,6,5,3,3,4,0,0,0,0,48,11,4,6,3,3,3,0,4,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,3,8,3,0,4,3,0,35,0,0,0,0,0,0,0,0,0,0,0,40,7,14,5,11,6,0,4,3,0,80,58,12,16,9,3,4,3,0,0,0,104,10,10,7,4,11,0,0,3,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
5109220,18,7,5,0,3,0,0,0,0,0,31,9,0,3,0,0,0,0,3,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,4,20,0,0,0,0,0,0,0,0,0,0,0,26,7,11,0,3,0,3,6,0,4,48,22,0,9,0,4,0,0,3,0,0,43,3,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,4,0,0,10,0,0,58,43,4,13,0,4,0,3,5,0,0,75,8,0,5,0,0,5,0,5,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
5109221,19,6,11,3,7,0,0,3,0,0,53,10,0,6,6,4,3,3,5,0,0,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,6,6,4,3,3,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,30,8,18,11,9,5,3,4,0,0,92,23,9,8,0,3,6,0,0,0,0,54,6,4,4,4,7,8,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,7,8,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,28,13,17,4,8,9,3,3,0,5,88,43,16,18,4,10,3,0,3,0,0,104,11,7,18,7,10,14,6,9,0,0,77,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,7
5109222,17,8,14,5,3,3,3,0,0,0,60,0,0,6,3,0,4,3,7,0,3,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,5,11,3,3,30,0,0,0,0,0,0,0,0,0,0,0,17,9,17,12,7,8,8,11,3,6,89,31,9,18,4,0,5,6,3,0,3,77,4,0,13,0,3,0,0,9,3,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,3,0,0,9,3,3,36,0,0,0,0,0,0,0,0,0,0,0,36,9,28,10,3,7,8,6,3,3,108,45,10,31,14,7,6,5,3,0,3,131,4,0,22,4,4,3,3,12,3,6,67,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0
5109223,10,5,4,0,4,3,0,0,0,5,32,6,3,3,0,0,0,0,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,0,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,19,6,14,3,4,4,0,8,0,5,57,25,5,4,3,7,4,0,3,0,0,49,4,6,3,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,6,0,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,34,13,9,3,6,4,3,3,0,0,78,35,9,12,3,7,8,0,3,0,5,83,12,8,13,0,0,0,3,3,0,0,46,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,7
5109224,34,8,14,6,4,4,4,0,3,0,81,3,3,10,3,3,7,3,3,3,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,10,3,3,7,3,3,3,0,39,0,0,0,0,0,0,0,0,0,0,0,40,7,29,8,9,11,3,7,3,3,119,37,6,14,3,0,6,3,0,6,3,84,9,5,13,0,4,5,5,3,3,0,51,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,5,13,0,4,5,5,5,4,0,51,0,0,0,0,0,0,0,0,0,0,0,51,16,26,6,7,13,9,3,7,6,136,72,16,26,12,3,12,7,0,4,4,164,7,10,21,5,7,10,4,4,6,3,80,3,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,14
5109225,21,4,4,0,6,0,0,3,0,3,46,3,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,20,10,5,3,6,0,3,4,0,3,58,28,4,9,3,12,5,3,0,0,3,59,4,3,6,3,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,32,12,8,3,14,5,3,4,0,5,81,43,7,9,3,19,4,4,4,0,3,104,11,7,6,4,0,0,0,4,0,0,33,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,10
5109226,15,0,9,0,3,0,0,0,0,0,35,3,0,3,0,0,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,19,3,12,3,10,3,3,0,0,3,51,28,5,9,5,0,3,0,0,0,0,52,6,0,3,0,3,0,3,0,0,0,22,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,3,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,38,6,14,3,4,4,3,0,0,0,82,45,5,18,4,4,6,0,0,0,3,88,9,0,9,5,4,6,7,0,0,0,38,3,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,10,0
5109227,11,4,9,0,3,3,0,0,0,0,35,3,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,17,4,6,3,3,3,3,4,0,3,54,22,3,5,0,4,0,3,5,0,0,44,3,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,26,4,12,0,8,4,6,9,3,0,59,32,9,10,3,5,3,3,5,0,0,81,9,0,5,0,0,4,3,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
5109228,19,0,8,3,3,4,0,3,0,0,41,6,3,10,0,0,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,25,5,19,3,3,4,4,4,0,4,66,31,5,7,4,3,5,3,3,0,0,62,8,4,13,0,0,0,3,3,0,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,40,12,18,4,3,9,5,8,0,0,96,48,10,17,6,3,8,6,9,3,6,106,12,8,21,0,0,0,3,4,0,0,52,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,7
5109229,13,3,5,0,0,0,0,0,0,0,24,4,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,3,4,0,0,0,6,3,0,0,42,12,3,5,0,0,0,0,0,0,0,23,3,0,3,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,8,9,0,0,0,4,3,0,0,39,32,7,9,0,0,4,0,3,0,0,52,7,0,5,0,0,0,4,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
5109230,29,7,4,3,0,0,0,0,0,0,43,0,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,30,7,4,3,0,5,0,0,3,0,54,30,3,8,6,0,0,3,0,0,0,48,8,4,0,3,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,35,9,8,8,0,6,3,0,3,0,63,61,5,16,6,0,0,6,0,0,0,94,8,4,0,3,0,5,0,0,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
5109231,18,3,11,3,5,3,3,0,3,0,46,0,3,3,0,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,15,5,13,5,4,7,4,0,3,3,64,26,9,7,8,7,0,0,0,0,0,57,10,3,10,0,3,4,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,10,0,3,4,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,31,10,13,6,9,4,0,3,4,0,89,40,11,15,7,9,5,3,3,4,0,102,9,7,14,0,8,5,0,3,0,3,53,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4
5109232,15,11,13,0,0,0,0,0,4,0,54,10,3,8,0,0,3,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,3,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,26,17,22,0,0,3,0,3,4,3,87,38,10,17,3,4,0,0,0,0,0,71,10,4,9,0,0,3,3,3,0,3,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,4,14,0,0,3,3,3,0,3,45,0,0,0,0,0,0,0,0,0,0,0,54,16,31,3,5,3,3,3,3,3,114,57,20,34,5,3,3,0,0,4,0,124,22,5,23,4,0,3,0,7,0,5,71,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,9
5109301,16,6,6,4,3,0,0,0,0,0,42,13,9,23,5,7,7,3,12,3,3,87,0,0,6,0,0,0,3,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,15,9,28,5,10,11,6,11,7,7,102,0,0,0,0,0,0,0,0,0,0,0,32,17,32,16,11,9,10,13,11,7,151,15,3,4,0,0,0,5,0,0,0,28,17,8,14,11,3,4,4,3,7,0,82,3,3,3,0,0,0,5,3,0,3,20,0,0,0,0,0,0,0,0,0,0,4,16,11,18,11,5,5,12,5,5,4,100,0,0,0,0,0,0,0,0,0,0,0,31,11,22,17,9,12,16,5,5,4,130,32,10,9,9,3,3,6,0,0,0,75,30,19,32,19,10,14,6,18,6,4,169,3,3,13,0,0,0,3,5,3,3,36,0,0,0,0,0,3,3,0,0,0,5,31,16
5109302,25,0,8,6,4,0,0,3,0,0,48,16,12,24,4,0,4,3,3,3,0,77,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,3,22,10,24,7,0,6,3,7,9,3,85,0,0,0,0,0,0,0,0,0,0,0,45,14,29,8,7,4,3,10,9,3,132,28,4,5,3,3,5,4,3,0,0,58,21,8,11,6,6,5,7,8,6,3,76,3,0,4,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,20,9,15,6,9,5,3,9,6,3,85,0,0,0,0,0,0,0,0,0,0,0,52,12,22,7,11,11,11,11,6,3,140,56,8,12,8,9,3,4,5,0,0,102,34,20,42,9,6,13,6,10,9,5,153,6,0,4,0,3,0,0,0,4,3,25,0,0,0,0,0,0,0,0,0,0,3,39,22
5109303,25,3,3,0,0,0,0,0,0,0,35,20,9,3,0,0,0,3,0,0,0,35,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,9,3,0,0,0,3,3,0,3,45,0,0,0,0,0,0,0,0,0,0,0,50,8,5,3,0,0,3,3,0,5,81,29,3,3,0,0,0,0,0,0,0,38,20,11,5,0,3,0,3,3,0,0,47,9,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,27,6,4,0,3,0,3,3,0,3,57,0,0,0,0,0,0,0,0,0,0,0,56,12,9,4,3,0,3,3,0,3,95,59,6,5,0,0,0,0,0,0,0,79,41,12,13,0,5,0,3,4,0,0,82,6,0,0,0,0,0,0,3,0,4,12,0,0,0,0,0,0,0,0,0,0,0,49,13
5109304,6,6,3,4,0,6,0,5,0,0,27,7,7,3,0,0,0,0,0,0,3,28,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,17,11,6,4,4,6,0,4,0,4,58,13,3,3,0,0,0,3,0,0,0,23,16,10,8,0,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,8,0,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,29,10,8,0,0,0,3,3,0,0,58,19,6,5,4,5,4,3,5,0,0,55,17,16,12,0,3,0,0,3,0,3,53,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,24,16
