SA2_MAINCODE_2016,DC0_4FSEOMSEO,DC0_4FSEOMSolsEVww,DC0_4FSEOMSolNwna,DC0_4FSEOMsol_pEns,DC0_4FSEOMSolsET,DC0_4FSEOM_LpEns,DC0_4FSEOMT,DC0_4FSolsEVwwMSEO,DC0_4FSolsEVwwMSolsEVww,DC0_4FSolsEVwwMSolNwna,DC0_4FSolsEVwwMsol_pEns,DC0_4FSolsEVwwMSolsET,DC0_4FSolsEVwwM_LpEns,DC0_4FSolsEVwwMT,DC0_4FSolNwnaMSEO,DC0_4FSolNwnaMSolsEVww,DC0_4FSolNwnaMSolNwna,DC0_4FSolNwnaMsol_pEns,DC0_4FSolNwnaMSolsET,DC0_4FSolNwnaM_LpEns,DC0_4FSolNwnaMT,DC0_4FSol_pEnsMSEO,DC0_4FSol_pEnsMSolsEVww,DC0_4FSol_pEnsMSolNwna,DC0_4FSol_pEnsMsol_pEns,DC0_4FSol_pEnsMSolsET,DC0_4FSol_pEnsM_LpEns,DC0_4FSol_pEnsMT,DC0_4FSolsETMSEO,DC0_4FSolsETMSolsEVww,DC0_4FSolsETMSolNwna,DC0_4FSolsETMsol_pEns,DC0_4FSolsETMSolsET,DC0_4FSolsETM_LpEns,DC0_4FSolsETMT,DC0_4F_LpEnsMSEO,DC0_4F_LpEnsMSolsEVww,DC0_4F_LpEnsMSolNwna,DC0_4F_LpEnsMsol_pEns,DC0_4F_LpEnsMSolsET,DC0_4F_LpEnsM_LpEns,DC0_4F_LpEnsMT,DC0_4FTMSEO,DC0_4FTMSolsEVww,DC0_4FTMSolNwna,DC0_4FTMsol_pEns,DC0_4FTMSolsET,DC0_4FTM_LpEns,DC0_4FTMT,DC5_9FSEOMSEO,DC5_9FSEOMSolsEVww,DC5_9FSEOMSolNwna,DC5_9FSEOMsol_pEns,DC5_9FSEOMSolsET,DC5_9FSEOM_LpEns,DC5_9FSEOMT,DC5_9FSolsEVwwMSEO,DC5_9FSolsEVwwMSolsEVww,DC5_9FSolsEVwwMSolNwna,DC5_9FSolsEVwwMsol_pEns,DC5_9FSolsEVwwMSolsET,DC5_9FSolsEVwwM_LpEns,DC5_9FSolsEVwwMT,DC5_9FSolNwnaMSEO,DC5_9FSolNwnaMSolsEVww,DC5_9FSolNwnaMSolNwna,DC5_9FSolNwnaMsol_pEns,DC5_9FSolNwnaMSolsET,DC5_9FSolNwnaM_LpEns,DC5_9FSolNwnaMT,DC5_9FSol_pEnsMSEO,DC5_9FSol_pEnsMSolsEVww,DC5_9FSol_pEnsMSolNwna,DC5_9FSol_pEnsMsol_pEns,DC5_9FSol_pEnsMSolsET,DC5_9FSol_pEnsM_LpEns,DC5_9FSol_pEnsMT,DC5_9FSolsETMSEO,DC5_9FSolsETMSolsEVww,DC5_9FSolsETMSolNwna,DC5_9FSolsETMsol_pEns,DC5_9FSolsETMSolsET,DC5_9FSolsETM_LpEns,DC5_9FSolsETMT,DC5_9F_LpEnsMSEO,DC5_9F_LpEnsMSolsEVww,DC5_9F_LpEnsMSolNwna,DC5_9F_LpEnsMsol_pEns,DC5_9F_LpEnsMSolsET,DC5_9F_LpEnsM_LpEns,DC5_9F_LpEnsMT,DC5_9FTMSEO,DC5_9FTMSolsEVww,DC5_9FTMSolNwna,DC5_9FTMsol_pEns,DC5_9FTMSolsET,DC5_9FTM_LpEns,DC5_9FTMT,DC10_12FSEOMSEO,DC10_12FSEOMSolsEVww,DC10_12FSEOMSolNwna,DC10_12FSEOMsol_pEns,DC10_12FSEOMSolsET,DC10_12FSEOM_LpEns,DC10_12FSEOMT,DC10_12FSolsEVwwMSEO,DC10_12FSolsEVwwMSolsEVww,DC10_12FSolsEVwwMSolNwna,DC10_12FSolsEVwwMsol_pEns,DC10_12FSolsEVwwMSolsET,DC10_12FSolsEVwwM_LpEns,DC10_12FSolsEVwwMT,DC10_12FSolNwnaMSEO,DC10_12FSolNwnaMSolsEVww,DC10_12FSolNwnaMSolNwna,DC10_12FSolNwnaMsol_pEns,DC10_12FSolNwnaMSolsET,DC10_12FSolNwnaM_LpEns,DC10_12FSolNwnaMT,DC10_12FSol_pEnsMSEO,DC10_12FSol_pEnsMSolsEVww,DC10_12FSol_pEnsMSolNwna,DC10_12FSol_pEnsMsol_pEns,DC10_12FSol_pEnsMSolsET,DC10_12FSol_pEnsM_LpEns,DC10_12FSol_pEnsMT,DC10_12FSolsETMSEO,DC10_12FSolsETMSolsEVww,DC10_12FSolsETMSolNwna,DC10_12FSolsETMsol_pEns,DC10_12FSolsETMSolsET,DC10_12FSolsETM_LpEns,DC10_12FSolsETMT,DC10_12F_LpEnsMSEO,DC10_12F_LpEnsMSolsEVww,DC10_12F_LpEnsMSolNwna,DC10_12F_LpEnsMsol_pEns,DC10_12F_LpEnsMSolsET,DC10_12F_LpEnsM_LpEns,DC10_12F_LpEnsMT,DC10_12FTMSEO,DC10_12FTMSolsEVww,DC10_12FTMSolNwna,DC10_12FTMsol_pEns,DC10_12FTMSolsET,DC10_12FTM_LpEns,DC10_12FTMT,DC13_14FSEOMSEO,DC13_14FSEOMSolsEVww,DC13_14FSEOMSolNwna,DC13_14FSEOMsol_pEns,DC13_14FSEOMSolsET,DC13_14FSEOM_LpEns,DC13_14FSEOMT,DC13_14FSolsEVwwMSEO,DC13_14FSolsEVwwMSolsEVww,DC13_14FSolsEVwwMSolNwna,DC13_14FSolsEVwwMsol_pEns,DC13_14FSolsEVwwMSolsET,DC13_14FSolsEVwwM_LpEns,DC13_14FSolsEVwwMT,DC13_14FSolNwnaMSEO,DC13_14FSolNwnaMSolsEVww,DC13_14FSolNwnaMSolNwna,DC13_14FSolNwnaMsol_pEns,DC13_14FSolNwnaMSolsET,DC13_14FSolNwnaM_LpEns,DC13_14FSolNwnaMT,DC13_14FSol_pEnsMSEO,DC13_14FSol_pEnsMSolsEVww,DC13_14FSol_pEnsMSolNwna,DC13_14FSol_pEnsMsol_pEns,DC13_14FSol_pEnsMSolsET,DC13_14FSol_pEnsM_LpEns,DC13_14FSol_pEnsMT,DC13_14FSolsETMSEO,DC13_14FSolsETMSolsEVww,DC13_14FSolsETMSolNwna,DC13_14FSolsETMsol_pEns,DC13_14FSolsETMSolsET,DC13_14FSolsETM_LpEns,DC13_14FSolsETMT,DC13_14F_LpEnsMSEO,DC13_14F_LpEnsMSolsEVww,DC13_14F_LpEnsMSolNwna,DC13_14F_LpEnsMsol_pEns,DC13_14F_LpEnsMSolsET,DC13_14F_LpEnsM_LpEns,DC13_14F_LpEnsMT,DC13_14FTMSEO,DC13_14FTMSolsEVww,DC13_14FTMSolNwna,DC13_14FTMsol_pEns,DC13_14FTMSolsET,DC13_14FTM_LpEns,DC13_14FTMT,DC15_17FSEOMSEO,DC15_17FSEOMSolsEVww,DC15_17FSEOMSolNwna,DC15_17FSEOMsol_pEns
506041136,300,14,0,0,14,0,306,42,323,14,4,336,0,377,0,47,29,0,77,0,77,0,4,0,0,4,0,4,42,371,43,4,414,0,452,0,0,0,0,0,3,3,337,379,43,4,429,3,765,260,9,0,0,9,0,267,21,217,15,0,235,0,253,3,42,37,0,78,0,80,0,0,0,0,0,0,0,22,269,49,0,311,0,338,0,0,0,0,0,0,0,280,278,49,0,325,0,601,125,5,0,0,5,0,129,10,103,4,0,109,0,114,0,28,31,0,55,0,60,0,0,0,0,0,0,0,12,128,33,0,167,0,172,0,0,0,0,0,0,0,134,134,33,0,171,0,303,90,3,0,0,3,0,94,4,64,3,0,72,0,73,0,9,16,0,25,0,25,0,3,0,0,3,0,3,4,76,20,0,95,0,105,0,0,0,0,0,0,0,96,75,20,0,100,0,196,129,3,0,0
506041137,597,21,0,0,27,0,617,58,371,23,3,397,0,454,0,54,58,0,116,0,116,0,3,0,3,3,0,10,62,428,86,6,518,0,579,0,4,0,0,4,0,5,653,454,86,6,545,0,1199,600,20,0,0,20,0,623,47,314,19,0,333,0,381,0,50,45,0,95,0,94,4,0,0,0,0,0,3,48,365,61,0,431,0,481,3,3,0,0,3,0,7,654,392,61,0,452,0,1106,368,16,0,0,16,0,379,20,158,15,0,174,0,194,0,28,35,0,61,0,61,0,0,0,0,0,0,0,20,184,47,0,237,0,258,0,0,0,0,0,0,0,387,201,47,0,250,0,635,248,11,0,0,11,0,255,14,99,7,0,106,0,118,0,13,23,0,41,0,41,0,0,0,0,0,0,0,14,114,34,0,144,0,160,0,0,0,0,0,0,0,259,123,34,0,150,0,415,325,21,0,0
506051138,677,24,0,0,24,0,701,48,295,10,0,311,0,356,3,32,9,0,47,0,50,0,0,0,4,6,0,6,48,336,21,4,355,0,402,0,0,0,0,0,0,0,724,357,21,4,384,0,1107,615,17,0,0,17,0,635,40,267,5,0,275,0,312,0,37,12,0,54,0,55,0,5,0,0,5,0,5,43,310,14,0,330,0,366,0,0,0,0,0,0,0,661,327,14,0,343,0,1005,280,15,0,0,17,0,299,19,121,3,0,120,0,139,0,6,6,0,15,0,15,0,0,0,0,4,0,4,19,126,9,0,136,0,154,0,0,0,0,0,0,0,298,147,9,3,157,0,456,185,3,0,0,4,0,194,10,49,0,0,54,0,61,0,3,3,0,6,0,6,0,3,0,0,3,0,3,10,54,4,0,63,0,71,0,0,0,0,0,0,0,194,62,4,4,69,0,263,267,10,0,0
506051139,465,13,4,0,19,0,483,38,66,0,0,71,0,104,3,3,4,0,7,0,4,0,0,0,0,0,0,0,40,71,7,0,76,0,114,0,0,0,0,0,0,0,508,84,12,0,88,0,597,443,7,0,0,7,0,452,27,59,3,0,66,0,91,0,4,0,0,4,0,3,0,0,0,0,0,0,0,28,61,3,0,69,0,93,0,0,0,0,0,0,0,472,68,3,0,73,0,546,257,6,0,0,6,0,262,10,34,0,0,36,0,48,0,6,0,0,7,0,8,0,0,0,0,0,0,0,16,33,3,0,36,0,55,0,0,0,0,0,0,0,273,40,3,0,46,0,316,168,5,0,0,5,0,169,10,17,0,0,17,0,27,0,5,3,0,5,0,5,0,0,0,0,0,0,0,10,21,3,0,18,0,30,0,0,0,0,0,0,0,175,27,3,0,28,0,204,216,6,0,0
506051140,476,9,0,0,9,0,485,32,28,3,0,30,0,63,0,3,0,0,3,0,3,0,0,0,0,0,0,0,32,34,3,0,36,0,63,0,0,0,0,0,0,0,507,44,3,0,45,0,553,601,17,0,0,17,0,620,28,30,4,0,33,0,62,0,3,0,0,5,0,3,0,3,0,0,3,0,3,31,33,5,0,35,0,65,0,0,0,0,0,0,0,634,43,5,0,50,0,681,359,6,0,0,6,3,373,16,16,0,0,18,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,21,0,36,0,0,0,0,0,0,0,375,27,0,0,28,3,409,235,6,0,0,6,0,234,9,16,0,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,16,0,27,0,0,0,0,0,0,0,242,24,0,0,24,0,265,354,7,0,0
506051141,382,14,0,0,14,0,403,25,15,0,0,21,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,0,0,22,0,42,3,0,0,0,0,0,3,405,36,0,0,35,0,447,542,16,0,0,16,0,557,20,27,0,0,27,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,30,0,57,0,0,0,0,0,0,0,567,44,0,0,44,0,610,324,13,0,0,13,0,333,11,14,0,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,12,0,23,0,0,0,0,0,0,0,336,26,0,0,26,0,360,210,0,0,0,0,0,214,11,11,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,0,24,0,0,0,0,0,0,0,225,14,0,0,14,0,238,306,9,0,0
506061142,1005,18,0,0,18,0,1026,35,226,0,0,231,0,265,0,14,3,0,16,0,16,0,3,0,0,3,0,3,35,251,3,0,248,0,281,3,3,0,0,3,3,9,1038,274,3,0,278,3,1314,781,22,0,0,22,3,804,28,157,0,0,157,0,185,0,14,4,0,15,0,15,0,5,0,0,5,0,5,28,172,4,0,174,0,204,3,0,0,0,0,0,3,813,191,4,0,193,3,1006,372,9,0,0,9,0,385,11,74,0,0,74,0,84,0,0,0,0,6,0,6,0,3,0,0,3,0,3,11,75,0,0,76,0,91,0,0,0,0,0,3,3,385,82,0,0,85,4,472,227,0,0,0,0,0,232,11,37,0,0,37,0,41,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,33,0,0,33,0,48,0,0,0,0,0,0,0,239,37,0,0,37,0,274,271,3,0,0
506061143,252,4,0,0,4,3,259,3,21,0,0,21,0,26,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,23,0,0,23,0,30,0,0,0,0,0,0,0,253,26,0,0,30,3,285,312,11,0,0,11,0,325,11,18,0,0,18,0,29,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,22,0,0,17,0,30,0,0,0,0,0,3,3,325,28,0,0,29,3,359,191,0,0,0,0,0,197,9,10,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,10,0,17,0,0,0,0,0,0,0,198,14,0,0,10,0,210,132,3,0,0,3,0,139,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,6,0,0,0,0,0,0,0,139,8,0,0,7,0,149,189,7,0,0
506061144,154,0,0,0,0,0,151,3,10,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,11,0,0,0,0,0,3,3,155,7,0,0,7,3,167,178,0,0,0,0,0,178,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,3,185,3,0,0,3,3,192,120,3,0,0,3,0,124,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,124,4,0,0,4,0,130,70,3,0,0,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,0,3,0,72,90,3,0,0
506071145,301,13,0,0,19,0,320,42,149,3,0,153,0,195,0,19,3,0,22,0,22,0,0,0,0,0,0,0,42,174,3,0,179,0,218,0,0,0,0,0,0,0,345,192,3,0,195,0,539,274,5,0,0,5,4,279,37,118,4,0,121,0,158,0,7,3,0,7,0,7,3,0,0,0,0,0,3,40,123,7,0,132,0,170,0,0,0,0,0,0,0,313,131,7,0,139,4,455,123,8,0,0,8,0,126,10,48,3,0,46,0,60,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,49,3,0,50,0,60,0,0,0,0,0,0,0,137,56,3,0,61,0,191,63,0,0,0,0,0,65,10,26,0,0,26,0,30,0,3,0,0,5,0,5,0,0,0,0,0,0,0,10,28,0,0,32,0,39,0,0,0,0,0,0,0,69,27,0,0,33,0,106,111,4,0,0
506071146,256,12,0,0,12,0,266,25,115,3,0,121,0,148,0,13,4,0,15,0,15,0,0,0,0,0,0,0,25,131,6,0,141,0,165,0,0,0,0,0,0,0,286,142,6,0,147,0,436,312,8,0,0,8,0,319,28,111,3,3,112,0,139,0,12,7,0,15,0,15,0,0,0,0,0,0,0,28,114,5,3,123,0,157,0,0,0,0,0,0,0,342,128,5,3,132,0,477,172,8,0,0,8,0,183,22,50,3,0,52,0,72,0,16,3,0,18,0,18,0,0,0,0,0,0,0,22,66,7,0,71,0,89,0,0,0,0,0,0,0,193,75,7,0,79,0,274,110,3,0,0,3,0,111,9,34,0,0,37,0,50,0,4,0,0,4,0,4,0,0,0,0,0,0,0,9,39,0,0,46,0,52,0,0,0,0,0,0,0,119,47,0,0,43,0,166,148,10,0,0
506071147,354,14,0,0,12,0,369,44,158,4,0,163,0,210,0,16,0,0,15,0,19,0,4,0,0,4,0,4,47,177,5,0,177,0,230,0,0,0,0,0,0,0,400,183,3,0,191,0,595,456,11,0,0,11,0,463,36,120,3,0,122,0,155,0,13,3,0,14,0,14,0,0,0,0,0,0,0,36,128,8,0,138,0,172,0,0,0,0,0,0,0,489,141,8,0,144,0,636,290,14,0,0,14,0,301,16,51,0,0,47,0,65,0,8,4,0,13,0,13,0,0,0,0,0,0,0,16,53,7,0,59,0,72,3,0,0,0,0,0,3,303,67,7,0,75,0,379,195,4,0,0,4,3,204,9,22,4,0,22,0,37,0,3,0,0,3,0,3,0,0,0,0,4,0,4,9,26,0,0,30,0,40,0,0,0,0,0,0,0,209,26,0,0,35,3,245,245,11,0,0
507011148,878,35,0,0,34,0,921,69,305,12,0,315,0,381,0,20,23,0,38,0,43,0,3,0,0,3,0,3,65,330,30,0,356,0,428,3,0,0,0,0,0,3,951,361,30,4,396,0,1348,966,32,0,0,32,0,1005,44,228,7,0,235,0,280,3,16,11,0,23,0,24,0,3,0,0,3,0,3,51,243,17,0,258,0,313,7,0,0,0,0,0,7,1025,282,17,0,293,0,1321,471,10,0,0,10,3,482,21,105,3,0,108,0,131,0,8,13,0,16,0,16,0,0,0,0,0,0,0,21,108,14,0,131,0,149,0,0,0,0,0,0,0,496,120,14,0,140,3,638,278,11,0,0,11,0,290,16,66,3,0,67,0,85,0,3,15,0,13,0,13,0,0,0,0,0,0,0,16,68,13,0,85,0,98,0,0,0,0,0,0,0,296,76,13,0,94,0,389,387,5,0,0
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,295,25,0,0,25,0,321,34,63,3,0,69,0,99,0,3,0,0,3,0,3,0,0,0,0,0,0,0,36,70,6,0,73,0,108,0,0,0,0,0,0,0,329,88,6,0,98,0,423,315,20,0,0,20,3,340,20,58,0,0,58,0,82,0,0,0,0,0,0,0,3,0,0,0,0,0,3,24,58,0,0,58,0,78,0,0,0,0,0,0,0,338,78,0,0,78,3,418,164,8,0,0,8,0,176,13,38,0,0,38,0,48,0,0,3,0,3,0,3,4,0,0,0,0,0,4,10,38,3,0,36,0,54,0,0,0,0,0,0,0,173,50,3,0,52,0,223,98,12,0,0,12,0,109,13,28,0,0,28,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,28,0,0,28,0,37,0,0,0,0,0,0,0,114,37,0,0,37,0,151,158,18,0,0
507011153,251,16,0,3,20,0,269,28,52,0,3,59,0,89,0,10,0,0,15,0,15,0,0,0,0,0,0,0,28,70,0,3,70,0,97,0,0,0,0,0,3,0,284,87,0,3,89,3,374,247,13,0,3,14,0,267,16,42,0,0,42,0,62,0,9,0,0,11,0,11,0,0,0,0,0,0,0,16,57,0,0,58,0,71,0,0,0,0,0,0,0,262,66,0,3,68,0,332,115,0,0,0,3,0,118,8,32,0,0,32,0,38,0,3,0,0,3,0,3,0,0,0,0,0,0,0,8,30,0,0,35,0,36,0,0,0,0,0,0,0,120,33,3,0,39,0,154,89,0,0,0,0,0,92,6,20,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,20,0,29,0,0,0,0,0,0,0,99,17,0,0,20,0,118,109,0,0,0
507011154,255,17,0,0,17,0,273,28,78,0,0,82,0,104,0,7,5,0,13,0,13,0,0,0,3,3,0,3,27,83,6,3,100,0,121,0,0,0,0,0,0,0,284,103,6,3,115,0,398,220,17,0,3,16,0,238,14,61,0,3,65,0,82,0,3,8,0,8,0,8,3,0,0,0,0,0,4,19,66,8,3,79,0,94,0,0,0,0,0,0,0,235,85,8,3,97,0,337,103,8,0,0,8,0,112,8,37,0,0,35,0,46,0,0,10,0,9,0,14,0,0,0,0,0,0,0,15,37,14,0,49,0,57,0,0,0,0,0,0,0,119,44,14,0,51,0,170,64,3,0,0,3,0,73,4,37,0,0,34,0,44,0,3,0,0,4,0,9,0,0,0,0,0,0,0,8,40,6,0,39,0,49,0,0,0,0,0,0,0,78,42,6,0,46,0,118,91,6,0,0
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,71,0,0,0,0,0,67,7,9,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,10,0,19,0,0,0,0,0,0,0,79,10,0,0,13,0,86,71,3,0,0,3,0,78,10,4,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,4,0,17,0,0,0,0,0,0,0,84,9,0,0,9,0,89,36,0,0,0,0,0,31,3,12,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,12,0,18,0,0,0,0,0,0,0,36,17,0,0,17,0,55,24,0,0,0,0,0,29,3,8,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,13,0,0,0,0,0,0,0,27,11,0,0,11,0,38,35,4,0,0
507011159,284,8,0,0,8,0,294,34,112,4,0,115,0,150,0,7,3,0,14,0,9,0,0,0,0,0,0,0,35,126,8,0,128,0,163,0,0,0,0,0,0,0,317,137,8,0,142,0,456,291,15,0,0,19,0,308,17,96,6,0,101,0,118,0,7,8,0,13,0,13,0,0,0,0,0,0,0,20,102,15,0,112,0,132,0,0,0,0,0,0,0,314,117,13,0,132,0,441,148,9,0,0,11,0,162,11,45,0,0,45,0,61,0,3,3,0,4,0,4,0,0,0,0,0,0,0,11,48,3,0,56,0,70,0,0,0,0,0,0,0,163,57,0,0,59,0,227,118,3,0,0,3,0,121,14,27,0,0,25,0,40,0,3,3,0,3,0,3,0,0,0,0,0,0,0,14,27,4,0,30,0,46,0,0,0,0,0,0,0,133,31,4,0,36,0,166,189,3,0,0
507011160,268,15,0,0,15,0,279,25,112,3,0,115,0,147,0,0,3,0,6,0,6,0,0,0,0,0,0,0,25,119,10,0,125,0,155,0,0,0,0,0,0,0,292,134,10,0,136,0,431,233,17,0,0,17,0,249,16,100,3,0,101,0,117,0,0,0,0,6,0,4,0,0,0,0,0,0,0,15,102,4,0,108,0,121,0,0,0,0,0,0,0,249,118,4,0,128,0,370,112,11,0,0,11,0,126,10,51,4,0,48,0,61,0,0,3,0,4,0,4,0,0,0,0,0,0,0,10,52,3,0,55,0,66,0,0,0,0,0,0,0,120,64,3,0,66,0,185,76,3,0,0,3,0,76,5,21,0,0,27,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,26,0,34,0,0,0,0,0,0,0,82,25,0,0,33,0,112,104,7,0,0
507011161,749,48,0,0,48,0,797,69,333,9,0,335,0,404,0,37,26,0,60,0,60,0,0,0,0,0,0,0,69,369,31,0,400,0,464,0,0,0,0,0,0,0,818,415,31,0,446,3,1268,569,32,0,0,32,0,606,29,224,9,0,235,0,267,0,12,20,0,33,0,32,0,4,0,0,4,0,4,32,237,26,0,269,0,299,0,0,0,0,0,0,0,606,271,26,0,296,0,903,239,11,0,0,11,0,260,26,102,0,0,99,0,122,0,8,16,0,24,0,24,0,0,0,0,0,0,0,26,110,18,0,125,0,150,0,0,0,0,0,0,0,264,124,18,0,142,0,406,137,6,0,0,6,0,142,16,47,0,0,42,0,64,0,6,3,0,11,0,13,0,0,0,0,0,0,0,17,48,4,0,55,0,74,0,0,0,0,0,0,0,153,59,4,0,60,0,213,176,4,0,0
507011163,340,13,0,0,13,0,351,41,74,0,0,74,0,112,0,3,0,0,6,0,6,0,0,0,0,0,0,0,41,72,3,0,76,0,121,0,0,0,0,0,0,0,383,87,3,0,93,0,474,270,7,0,0,9,0,278,29,57,3,4,61,0,88,0,4,0,0,4,0,4,0,0,0,0,0,0,0,29,58,3,4,65,0,91,0,0,0,0,0,0,0,305,65,4,4,73,0,374,125,7,0,0,6,0,132,10,28,4,0,29,0,39,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,28,3,0,30,0,44,0,0,0,0,0,0,0,137,33,4,0,39,0,176,72,4,0,0,4,0,74,3,27,0,0,31,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,28,0,36,0,0,0,0,0,0,0,82,31,0,0,34,0,111,126,5,0,0
507011259,341,15,0,0,18,3,356,35,88,0,0,88,0,129,0,3,4,0,7,0,5,0,0,0,0,0,0,0,36,96,4,0,94,0,137,4,0,0,0,0,0,4,383,111,7,0,115,3,497,353,20,0,0,20,0,374,17,89,3,0,87,0,109,4,10,5,0,16,0,16,0,0,0,0,0,0,0,19,93,4,0,107,0,124,0,0,0,0,0,0,0,371,117,4,0,126,0,500,189,7,0,0,7,0,195,9,49,0,0,48,0,55,0,5,3,0,5,0,7,0,0,0,0,0,0,3,10,53,4,0,58,0,68,0,0,0,0,0,0,3,201,57,4,0,64,0,264,109,3,0,0,3,0,109,4,32,0,0,32,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,33,0,37,0,0,0,0,0,0,3,114,34,0,0,34,0,148,123,4,0,0
507011260,67,3,0,0,3,0,77,0,5,0,0,5,0,8,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,74,14,0,0,14,0,82,88,0,0,0,0,0,88,11,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,7,0,17,0,0,0,0,0,0,0,101,7,0,0,7,0,105,71,4,0,0,4,0,77,3,10,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,13,0,0,0,0,0,0,0,72,14,0,0,14,0,86,31,6,0,0,6,0,41,3,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,33,8,0,0,8,0,45,60,0,0,0
